Word,Pron
misadventure,"m%Is.@d.v""En.tS@`"
misadvise,"m%Is.@d.v""aIz"
misalignment,"m%Is.@.l""aIn.m@nt"
misalliance,"m%Is.@.l""aI@ns"
misanthrope,"m""I.sn=.Tr%op"
misanthropic,"m%I.sn=.Tr""Ap.Ik"
misanthropy,"mI.s""an.Tr@p.i"
misapply,"m%Is.@.pl""aI"
misbehave,"m%Is.bI.h""ev"
misbranded,"mIs.br""and.@d"
misapplication,"m%Is.a.plI.k""e.Sn="
misapprehend,"m%Is.a.prI.h""End"
misappropriate,"m%Is.@.pr""o.pri.et"
misapprehension,"m%Is.a.prI.h""En.Sn="
misbegotten,"m%Is.bI.g""At.n="
misbehavior,"m%Is.bI.h""ev.j@`"
miscalculate,"mIs.k""al.kj@.let"
miscalculated,"mIs.k""al.kj@.l%e4.@d"
miscalculation,"m%Is.kal.kj@.l""e.Sn="
miscalculations,"m%Is.kal.kj@.l""e.Sn=z"
miscall,"m""Is.kOl"
miscarriage,"m""Is.k%a.rIdZ"
miscarried,"mIs.k""a.rid"
miscarry,"mIs.k""a.ri"
miscast,"mIs.k""ast"
miscellaneous,"m%I.s@.l""e.ni@s"
miscellanies,"m""I.s@.l%e.niz"
mischance,"mIs.tS""ans"
mischief,"m""Is.tSIf"
mischievous,"m""Is.tSI.v@s"
misconceive,"m%Is.k@n.s""iv"
misconception,"m%Is.k@n.s""Ep.Sn="
misconceptions,"m%Is.k@n.s""Ep.Sn=z"
misconduct,"mIs.k""An.dVkt"
misconstruction,"m%Is.k@n.str""Vk.Sn="
misconstructions,"m%Is.k@n.str""Vk.Sn=z"
misconstrue,"m%Is.k@n.str""u"
misconstrued,"m%Is.k@n.str""ud"
miscount,"m""Is.kaUnt"
miscreant,"m""I.skri@nt"
miscreants,"m""I.skri@nts"
miscue,"mIs.kj""u"
misdate,"mIs.d""et"
misdeal,"m""Is.dil"
misdeed,"mIs.d""id"
misdeeds,"mIs.d""idz"
misdemeanor,"m%Is.dI.m""i.n@`"
misdirect,"m%Is.d@.r""Ekt"
misdoing,"mIs.d""u.IN"
miser,"m""aI.z@`"
misdirection,"m%Is.d@.r""Ek.Sn="
miserable,"m""Iz.r@.bl="
miserably,"m""Iz.r@.bli"
miseries,"m""I.z@`.riz"
misery,"m""I.z@`.ri"
misfire,"mIs.f""aIr"
misfired,"mIs.f""aIrd"
misfit,"m""Is.fIt"
misfortune,"mIs.f""Or.tS@n"
misfortunes,"mIs.f""Or.tS@nz"
misgauged,"m""Is.g%edZd"
misgive,"mIs.g""Iv"
misgivings,"mIs.g""Iv.INz"
misgovern,"mIs.g""V.v@`n"
misguide,"mIs.g""aId"
misguided,"mIs.g""aI4.@d"
mishandle,"mIs.h""an.4l="
mishap,"m""Is.hap"
mishear,"mIs.h""Ir"
mishmash,"m""IS.maS"
misinform,"m%Is.In.f""Orm"
misinformation,"m%Is.In.f@`m.""e.Sn="
misinterpret,"m%Is.In.t""3`.pr@t"
misinterpretation,"m%Is.In.4@`.pr@t.""e.Sn="
misinterpreted,"m%Is.In.t""3`.pr@4.@d"
misjudge,"mIs.dZ""VdZ"
misjudged,"mIs.dZ""VdZd"
mislay,"mIs.l""e"
mislead,"mIs.l""id"
misleading,"mIs.l""i4.IN"
misleads,"mIs.l""idz"
misled,"mIs.l""Ed"
mismanage,"mIs.m""a.n@dZ"
mismanaged,"mIs.m""a.n@dZd"
mismatch,"m""Is.matS"
misname,"mIs.n""em"
misnamed,"mIs.n""emd"
misnomer,"mIs.n""o.m@`"
misogyny,"mI.s""A.dZ@.ni"
misperceives,"m%Is.p@`.s""ivz"
misplace,"mIs.pl""es"
misplaced,"mIs.pl""est"
misogynist,"mI.s""A.dZ@.nIst"
misplacing,"mIs.pl""es.IN"
misprint,"m""Is.prInt"
mispronounce,"m%Is.pr@.n""aUns"
misquote,"mIs.kw""ot"
misquoted,"mIs.kw""o4.@d"
misread,"mIs.r""id"
misrelated,"m""Is.r@l%et@d"
mispronunciation,"m%Is.pr@.n%Vns.i.""e.Sn="
misreport,"m%Is.rI.p""Ort"
misrepresent,"m%Is.rE.prI.z""Ent"
misrepresentation,"m%Is.rE.prI.zEnt.""e.Sn="
misrepresentations,"m%Is.rE.prI.zEnt.""e.Sn=z"
misrepresenting,"m%Is.rE.prI.z""En4.IN"
misrepresents,"m%Is.rE.prI.z""Ents"
misrule,"mIs.r""ul"
miss,"m""Is"
missal,"m""I.sl="
missed,"m""Ist"
misses,"m""Is.@z"
misshapen,"mIs.S""ep.@n"
missile,"m""I.sl="
missiles,"m""I.sl=z"
missile's,"m""I.sl=z"
missing,"m""Is.IN"
mission,"m""I.Sn="
missionaries,"m""I.Sn=.%E.riz"
missionary,"m""I.Sn=.%E.ri"
missions,"m""I.Sn=z"
Mississippi,"m%I.sI.s""I.pi"
Mississippians,"m%Is@s""Ipi@nz"
Mississippi's,"m%Is@s""Ipiz"
missive,"m""I.sIv"
Missouri,"mI.z""U.ri"
Missouri's,"mI.z""U.riz"
misspell,"mIs.sp""El"
misspend,"mIs.sp""End"
misstate,"mIs.st""et"
misstep,"mIs""stEp"
missus,"m""I.sIz"
missy,"m""Is.i"
mist,"m""Ist"
mistakable,"mI.st""ek.@.bl="
mistake,"mI.st""ek"
mistaken,"mI.st""ek.@n"
mistakenly,"mI.st""ek.@n.li"
mistakes,"mI.st""eks"
mistaking,"mI.st""ek.IN"
misted,"m""Ist.@d"
mister,"m""I.st@`"
mistime,"mIs.t""aIm"
mistletoe,"m""I.sl=.to"
mistook,"mI.st""Uk"
mistral,"m""I.strAl"
mistranslate,"m%Is.tr""ans.let"
mistranslation,"m%Is.trans.l""e.Sn="
mistress,"m""I.str@s"
mistrial,"m""Is.traI@l"
mistrust,"mIs.tr""Vst"
mistrusted,"mIs.tr""Vst.@d"
mists,"m""Ists"
misty,"m""Ist.i"
misuse,"mIs.j""us"
misunderstand,"m%Is.Vn.4@`.st""and"
misunderstanding,"m%Is.Vn.4@`.st""an4.IN"
misunderstandings,"m%Is.Vn.4@`.st""an4.INz"
misunderstood,"m%Is.Vn.4@`.st""Ud"
miswritten,"m""Is.r%It@n"
Mitch,"m""ItS"
Mitchell,"m""I.tS@l"
Mitchell's,"m""I.tS@lz"
mite,"m""aIt"
miter,"m""aI.4@`"
mitigate,"m""I.4@.get"
mitigates,"m""I.4@.gets"
mitigating,"m""I.4@.g%e4.IN"
mitigation,"m%I.4@.g""e.Sn="
mitosis,"maI.t""o.sIs"
mitre,"m""aI.4@`"
mitt,"m""It"
mitten,"m""I.tn="
mittens,"m""I.tn=z"
mix,"m""Iks"
mixed,"m""Ikst"
mixer,"m""Iks.@`"
mixers,"m""Iks.@`z"
mixing,"m""Iks.IN"
mixture,"m""Iks.tS@`"
mixtures,"m""Iks.tS@`z"
mnemonic,"nI.m""A.nIk"
moan,"m""on"
moaned,"m""ond"
moans,"m""onz"
moat,"m""ot"
mob,"m""Ab"
mobile,"m""o.bl="
mobility,"mo.b""Il.@.4i"
mobilization,"m%o.bl=.@z.""e.Sn="
mobilize,"m""o.bl=.aIz"
mobilized,"m""o.bl=.aIzd"
mobilizing,"m""o.bl=.%aIz.IN"
mobs,"m""Abz"
mob's,"m""Abz"
mobster,"m""Ab.st@`"
mobsters,"m""Ab.st@`z"
moccasin,"m""A.k@.sIn"
moccasins,"m""A.k@.sInz"
mocha,"m""o.k@"
mock,"m""Ak"
mocked,"m""Akt"
mockery,"m""Ak.@`.ri"
mocking,"m""Ak.IN"
mockingbird,"m""Ak.IN.b%3`d"
mockingly,"m""Ak.IN.li"
modal,"m""o4.l="
modality,"mod.""al.@.4i"
mode,"m""od"
model,"m""A.4l="
modeled,"m""A.4l=d"
modeling,"m""A.4l=.IN"
meaningless,"m""in.IN.l@s"
meanings,"m""in.INz"
meanness,"m""in.n@s"
means,"m""inz"
meant,"m""Ent"
meantime,"m""in.t%aIm"
meanwhile,"m""in.hw%aIl"
measles,"m""i.zl=z"
measly,"m""iz.li"
measurable,"m""E.Zr.@.bl="
measurably,"m""E.Zr.@.bli"
measure,"m""E.Zr"
measured,"m""E.Zrd"
measurement,"m""E.Zr.m@nt"
measurements,"m""E.Zr.m@nts"
measures,"m""E.Zrz"
measuring,"m""E.Zr.IN"
meat,"m""it"
meatball,"m""it.b%Ol"
meats,"m""its"
meaty,"m""i4.i"
Mecca,"m""E.k@"
mechanic,"m@.k""a.nIk"
mechanical,"m@.k""a.nIk.l="
mechanically,"m@.k""a.nIk.li"
mechanics,"m@.k""a.nIks"
mechanic's,"m@.k""a.nIks"
mechanism,"m""E.k@.n%I.zm="
mechanisms,"m""E.k@.n%I.zm=z"
mechanistic,"m%E.k@.n""Ist.Ik"
mechanization,"m%E.k@.n@z.""e.Sn="
mechanize,"m""E.k@.naIz"
mechanized,"m""E.k@.naIzd"
medal,"m""E.4l="
medallion,"m@.d""a.lj@n"
medallions,"m@.d""a.lj@nz"
medallist,"m""E.4l=.Ist"
medals,"m""E.4l=z"
meddle,"m""E.4l="
meddlesome,"m""E.4l=.sm="
meddling,"m""E.4l=.IN"
media,"m""i.4i@"
medial,"m""i.4i@l"
median,"m""i.4i@n"
mediate,"m""i.4i.et"
mediating,"m""i.4i.%e4.IN"
mediation,"m%i.4i.""e.Sn="
mediator,"m""i.4i.%e4.@`"
medic,"m""E.4Ik"
medical,"m""E.4I.k@l"
medically,"m""E.4I.kli"
Medicare,"m""E.4I.kEr"
medicate,"m""E.4@.ket"
medication,"m%E.4@.k""e.Sn="
medicinal,"m@.d""I.sIn.l="
medicine,"m""Ed.sn="
medicines,"m""Ed.sn=z"
medics,"m""E.4Iks"
medieval,"m%i.4i.""i.vl="
mediocre,"m%i.4i.""o.k@`"
mediocrities,"m%i.4i.""A.kr@.4iz"
mediocrity,"m%i.4i.""A.kr@.4i"
meditate,"m""E.4@.tet"
meditated,"m""E.4@.t%e4.@d"
meditating,"m""E.4@.t%e4.IN"
meditation,"m%E.4@.t""e.Sn="
meditations,"m%E.4@.t""e.Sn=z"
meditative,"m""E.4@.t%e4.Iv"
medium,"m""i.4i@m"
mediums,"m""i.4i@mz"
medium's,"m""i.4i@mz"
Mediterranean,"m%E.4@.4@`.r""e.ni@n"
medley,"m""Ed.li"
meek,"m""ik"
meeker,"m""ik.@`"
meekest,"m""ik.Ist"
meekly,"m""ik.li"
meet,"m""it"
meeting,"m""i4.IN"
meetinghouse,"m""i4.IN.h%aUs"
meetings,"m""i4.INz"
meets,"m""its"
Meg,"m""Eg"
megadeath,"m""E.g@.d%ET"
megahertz,"m""E.g@.h%3`ts"
megalith,"m""E.g@.lIT"
megalomania,"m%E.g@.l@.m""e.ni@"
megalomaniac,"m%E.g@.l@.m""e.ni.ak"
megaphone,"m""E.g@.f%on"
megaton,"m""E.g@.t%Vn"
megatons,"m""E.g@.t%Vnz"
megawatt,"m""E.g@.w%At"
meiosis,"maI.""o.sIs"
Mel,"m""El"
melancholy,"m""E.l@N.k%A.li"
melange,"me.l""anZ"
Melbourne,"m""El.b@`n"
meld,"m""Eld"
melee,"m""e.le"
meliorate,"m""i.li@`.ret"
Melissa,"m@.l""I.s@"
mellow,"m""E.lo"
mellowed,"m""E.lod"
melodic,"m@.l""A.4Ik"
melodically,"m@.l""A.4Ik.li"
melodies,"m""E.l@.4iz"
melodious,"m@.l""o.4i@s"
melodrama,"m""E.l@.dr%A.m@"
melodramatic,"m%E.l@.dr@.m""a.4Ik"
melody,"m""E.l@.4i"
melon,"m""E.l@n"
melt,"m""Elt"
melted,"m""Elt.@d"
melting,"m""Elt.IN"
member,"m""Em.b@`"
members,"m""Em.b@`z"
membership,"m""Em.b@`.S%Ip"
memberships,"m""Em.b@`.S%Ips"
membrane,"m""Em.bren"
memento,"m@.m""En.4o"
mementoes,"m@.m""En.4oz"
mementos,"m@.m""En.4oz"
memo,"m""E.mo"
memoir,"m""Em.wAr"
memoirs,"m""Em.wArz"
memorabilia,"m%E.m@`.r@.b""I.li@"
memorable,"m""E.m@`.r@.bl="
memoranda,"m%E.m@`.r""an.4@"
memorandum,"m%E.m@`.r""an.4@m"
memorial,"m@.m""O.ri@l"
memorialize,"m@.m""O.ri@l.aIz"
memorialized,"m@.m""O.ri@l.aIzd"
memorials,"m@.m""O.ri@lz"
memories,"m""E.m@`.riz"
memorization,"m%E.m@`.r@z.""e.Sn="
memorize,"m""E.m@`.raIz"
memorized,"m""E.m@`.raIzd"
memorizing,"m""E.m@`.r%aIz.IN"
memory,"m""E.m@`.ri"
memos,"m""E.moz"
Memphis,"m""Em.fIs"
men,"m""En"
menace,"m""E.n@s"
menaced,"m""E.n@st"
menacing,"m""E.n@s.IN"
menagerie,"m@.n""a.dZ@`.ri"
menarche,"mE.n""Ar.ki"
mend,"m""End"
mendacious,"mEn.d""e.S@s"
mendacity,"mEn.d""a.s@.4i"
mended,"m""En4.@d"
Mendel,"m""En.4l="
mending,"m""En4.IN"
menfolk,"m""En.fok"
menial,"m""i.ni@l"
meninges,"mI""nIndZiz"
meningitis,"m%E.nIn.dZ""aI.4@s"
Mennonite,"m""E.n@.naIt"
Mennonites,"m""En@n%aIts"
menopause,"m""E.n@.pOz"
men's,"m""Enz"
menstruate,"m""En.stru.et"
menstruation,"m%En.stru.""e.Sn="
mental,"m""En.4l="
mentalities,"mEn.t""al.@.4iz"
mentality,"mEn.t""al.@.4i"
mentally,"m""En.4l=.i"
menthol,"m""En.TOl"
mention,"m""En.Sn="
mentioned,"m""En.Sn=d"
mentioning,"m""En.Sn=.IN"
mentions,"m""En.Sn=z"
mentor,"m""En.tOr"
menu,"m""E.nju"
menus,"m""E.njuz"
meow,"mi.""aU"
Mephistopheles,"m%E.fI.st""A.f@.liz"
mercantile,"m""3`.k@n.4il"
Mercedes,"m@`.s""e.4iz"
mercenaries,"m""3`.s@.n%E.riz"
mercenary,"m""3`.s@.n%E.ri"
mercer,"m""3`.s@`"
mercers,"m""3`.s@`z"
merchandise,"m""3`.tS@n.daIs"
merchandising,"m""3`.tS@n.d%aIz.IN"
merchant,"m""3`.tS@nt"
merchants,"m""3`.tS@nts"
merciful,"m""3`.sI.fl="
mercifully,"m""3`.sI.fl=.i"
merciless,"m""3`.sI.l@s"
mercilessly,"m""3`.sI.l@s.li"
mercurial,"m3`.kj""U.ri@l"
Mercury,"m""3`.kj@.ri"
mercy,"m""3`.si"
mere,"m""Ir"
Meredith,"m""E.r@.4IT"
Meredith's,"m""E.r@.4ITs"
merely,"m""Ir.li"
merge,"m""3`dZ"
merged,"m""3`dZd"
merger,"m""3`dZ.@`"
mergers,"m""3`dZ.@`z"
merges,"m""3`dZ.@z"
merging,"m""3`dZ.IN"
meridian,"m@`.r""I.4i@n"
meringue,"m@`.r""aN"
merit,"m""E.r@t"
merited,"m""E.r@4.@d"
meritorious,"m%E.r@t.""O.ri@s"
merits,"m""E.r@ts"
mermaid,"m""3`.med"
merman,"m""3`.man"
merriest,"m""E.ri.Ist"
merrily,"m""E.r@.li"
merriment,"m""E.r@.m@nt"
merry,"m""E.ri"
mesa,"m""e.s@"
mescal,"mE.sk""al"
mescalin,NULL
merrymaker,"m""E.ri.m%ek.@`"
merrymaking,"m""E.ri.m%ek.IN"
mesh,"m""ES"
mesmeric,"mEz.m""E.rIk"
mesmerize,"m""Ez.m@`.raIz"
mesmerized,"m""Ez.m@`.raIzd"
mess,"m""Es"
message,"m""E.s@dZ"
messages,"m""E.s@dZ.@z"
messed,"m""Est"
messenger,"m""E.sn=.dZ@`"
messengers,"m""E.sn=.dZ@`z"
messes,"m""Es.@z"
Messiah,"m@.s""aI@"
messing,"m""Es.IN"
messy,"m""Es.i"
met,"m""Et"
metabolic,"m%E.4@.b""A.lIk"
meteor,"m""i.4i@`"
meteoric,"m%i.4i.""Or.Ik"
meteorite,"m""i.4i@`.aIt"
metabolism,"m@.t""a.b@.l%I.zm="
metabolize,"m@.t""a.b@.laIz"
metabolized,"m@.t""a.b@.laIzd"
metacarpal,"m%E.4@.k""Ar.pl="
metal,"m""E.4l="
metallic,"m@.t""al.Ik"
metallurgy,"m""E.4l=.3`.dZi"
metals,"m""E.4l=z"
metalsmiths,"""mEtl=%smITs"
metalwork,"m""E.4l=.w%3`k"
metalworking,"m""E.4l=.w%3`k.IN"
metamorphic,"m%E.4@.m""Or.fIk"
metamorphose,"m%E.4@.m""Or.foz"
metamorphosed,"m%E.4@.m""Or.fozd"
metamorphosis,"m%E.4@.m""Or.f@.sIs"
metaphor,"m""E.4@.fOr"
metaphorical,"m%E.4@.f""Or.Ik.l="
metaphors,"m""E.4@.fOrz"
metaphysic,"m%E.4@.f""I.zIk"
metatarsal,"%mEt@""tArs@l"
metaphysical,"m%E.4@.f""I.zI.kl="
metaphysics,"m%E.4@.f""I.zIks"
meteorites,"m""i.4i@`.aIts"
meteoroid,"""miti@%rOId"
meteorological,"m%i.4i@`.r@.l""A.dZI.kl="
meteorology,"m%i.4i@`.r""A.l@.dZi"
meteors,"m""i.4i@`z"
meter,"m""i.4@`"
metered,"m""i.4@`d"
metering,"m""i.4@`.IN"
meters,"m""i.4@`z"
methane,"m""E.Ten"
methanol,"m""E.T@.nAl"
method,"m""E.T@d"
methodical,"m@.T""A4.Ik.l="
methodically,"m@.T""A4.Ik.li"
Methodism,"m""E.T@d.%I.zm="
Methodist,"m""E.T@4.Ist"
Methodists,"m""E.T@4.Ists"
methodological,"m%E.T@4.@.l""A.dZIk.l="
Mexico's,"m""Ek.sI.koz"
methodology,"m%E.T@d.""A.l@.dZi"
methods,"m""E.T@dz"
methyl,"m""E.Tl="
meticulous,"m@.t""I.kj@.l@s"
meticulously,"m@.t""I.kj@.l@s.li"
metric,"m""E.trIk"
metrical,"m""E.trIk.l="
metrically,"m""E.trIk.li"
metro,"m""E.tro"
metronome,"m""E.tr@.n%om"
metropolis,"m@.tr""A.p@.lIs"
metropolitan,"m%E.tr@.p""A.lI.4@n"
metropolitanization,NULL
Mets,"m""Ets"
mettle,"m""E.4l="
mettlesome,"m""E.4l=.sm="
mew,"mj""u"
mewed,"mj""ud"
Mexican,"m""Ek.sI.k@n"
Mexicans,"m""Ek.sI.k@nz"
Mexico,"m""Ek.sI.ko"
mezzanine,"m""E.z@.nin"
mezzo,"m""Et.so"
Miami,"maI.""a.mi"
Miami's,"maI""amiz"
miasmal,"mi.""az.ml="
mica,"m""aI.k@"
mice,"m""aIs"
Michael,"m""aI.kl="
Michael's,"m""aI.kl=z"
Michelangelo,"m%aI.k@.l""an.dZ@.lo"
Michelangelo's,"m%aIk@l""andZ@l%oz"
Michigan,"m""I.SI.g@n"
Mickey,"m""I.ki"
Mickey's,"m""I.kiz"
microanalysis,"m""aI.kro@.n%a.l@.sIs"
microbe,"m""aI.krob"
microbial,"maI.kr""ob.i@l"
microbiology,"m%aI.kro.baI.""A.l@.dZi"
microcosm,"m""aI.kr@.k%A.zm="
microfiche,"m""aI.kr@.f%iS"
microfilm,"m""aI.kr@.f%Ilm"
microchemistry,"m%aI.kro.k""E.m@.stri"
micrometer,"maI.kr""A.m@.4@`"
micrometers,"maI.kr""A.m@.4@`z"
micron,"m""aI.krAn"
microns,"m""aI.krAnz"
microorganism,"m%aI.kro.""Or.g@.nI.zm="
microorganisms,"m%aI.kro.""Or.g@.nI.zm=z"
microphone,"m""aI.kr@.f%on"
microphones,"m""aI.kr@.f%onz"
microphoning,"m""aI.kr@.f%on.IN"
microscope,"m""aI.kr@.sk%op"
microscopes,"m""aI.kr@.sk%ops"
microscopic,"m%aI.kr@.sk""Ap.Ik"
microscopical,"m%aI.kr@.sk""Ap.Ik.l="
microscopically,"m%aI.kr@.sk""Ap.Ik.li"
microscopy,"maI.kr""A.sk@p.i"
microsecond,"m""aI.kr@.s%E.k@nd"
microseconds,"m""aI.kr@.s%E.k@ndz"
microwave,"m""aI.kr@.w%ev"
microwaves,"m""aI.kr@.w%evz"
midair,"mId.""Er"
Midas,"m""aI.4@s"
midday,"mId.d""e"
middle,"m""I.4l="
middlebrow,"m""I.4l=.br%aU"
middleman,"m""I.4l=.m%an"
middles,"m""I.4l=z"
middleweight,"m""I.4l=.w%et"
middling,"m""I.4l=.IN"
midge,"m""IdZ"
midget,"m""I.dZIt"
midland,"m""Id.l@nd"
midmorning,"m%Id.m""Or.nIN"
midmost,"m""Id.most"
midnight,"m""Id.naIt"
midpoint,"m""Id.pOInt"
midriff,"m""Id.rIf"
midship,"m""Id.SIp"
midshipman,"m""Id.SIp.m@n"
midshipmen,"m""Id.SIp.m@n"
midst,"m""Idst"
midstream,"mId.str""im"
midsts,"m""Idsts"
midsummer,"m%Id.s""V.m@`"
midway,"m""Id.we"
midweek,"mId.w""ik"
Midwest,"mId.w""Est"
Midwestern,"m%Id.w""Est.@`n"
midwesterners,"m%Id.w""Est.@`n.@`z"
midwife,"m""Id.waIf"
miff,"""mIf"
miffed,"""mIft"
might,"m""aIt"
mightiest,"m""aI4.i.Ist"
mightily,"m""aI4.@.li"
mighty,"m""aI4.i"
migraine,"m""aI.gren"
migrant,"m""aI.gr@nt"
migrants,"m""aI.gr@nts"
migrate,"m""aI.gret"
manipulators,"m@.n""I.pj@.l%e4.@`z"
Manitoba,"m%a.nI.t""o.b@"
mankind,"m%an.k""aInd"
mankind's,"m%an.k""aIndz"
manlike,"m""an.l%aIk"
manliness,"m""an.li.n@s"
manly,"m""an.li"
manmade,"m%an.m""ed"
manna,"m""a.n@"
manned,"m""and"
mannequin,"m""a.n@.kIn"
manner,"m""a.n@`"
mannered,"m""a.n@`d"
mannerism,"m""a.n@`.%I.zm="
mannerisms,"m""a.n@`.%I.zm=z"
mannerly,"m""a.n@`.li"
manners,"m""a.n@`z"
manning,"m""an.IN"
manor,"m""a.n@`"
manors,"m""a.n@`z"
manpower,"m""an.p%aUr"
man's,"m""anz"
manservant,"m""an.s%3`v.n=t"
mansion,"m""an.Sn="
mansions,"m""an.Sn=z"
mansion's,"m""an.Sn=z"
manslaughter,"m""an.sl%O.4@`"
mantel,"m""an.4l="
mantelpiece,"m""an.4l=.p%is"
mantic,"m""an.4Ik"
mantis,"m""an.4Is"
mantle,"m""an.4l="
mantlepiece,"m""an.4l=.p%is"
mantle's,"m""ant@lz"
mantrap,"m""an.tr%ap"
manual,"m""a.nju@l"
manually,"m""a.nju@l.i"
manuals,"m""a.nju@lz"
Manuel,"man.w""El"
manufacture,"m%a.nj@.f""ak.tS@`"
manufactured,"m%a.nj@.f""ak.tS@`d"
manufacturer's,"m%a.nj@.f""ak.tS@`.@`z"
manufactures,"m%a.nj@.f""ak.tS@`z"
manure,"m@.nj""Ur"
manufacturer,"m%a.nj@.f""ak.tS@`.@`"
manufacturers,"m%a.nj@.f""ak.tS@`.@`z"
manufacturing,"m%a.nj@.f""ak.tS@`.IN"
manuscript,"m""a.nj@.skrIpt"
manuscripts,"m""a.nj@.skrIpts"
many,"m""E.ni"
map,"m""ap"
maple,"m""e.pl="
maples,"m""e.pl=z"
mapped,"m""apt"
mapping,"m""ap.IN"
maps,"m""aps"
mar,"m""Ar"
maraschino,"m%a.r@.S""i.no"
marathon,"m""a.r@.TAn"
maraud,"m@`.r""Od"
marauder,"m@`.r""O4.@`"
marauders,"m@`.r""O4.@`z"
marble,"m""Ar.bl="
marbleized,"""mArb@%laIzd"
marbleizing,"""mArb@%laIzIN"
marbles,"m""Ar.bl=z"
Marcel,"mAr.s""El"
Marcellus,"mAr""sEl@s"
march,"m""ArtS"
marched,"m""ArtSt"
marcher,"m""ArtS.@`"
marches,"m""ArtS.@z"
marching,"m""ArtS.IN"
Marcus,"m""Ar.k@s"
mare,"m""Er"
mares,"m""Erz"
mare's,"m""Erz"
Margaret,"m""Ar.g@`.r@t"
margarine,"m""Ar.dZ@`.r@n"
Marge,"m""ArdZ"
margin,"m""Ar.dZ@n"
marginal,"m""Ar.dZ@n.l="
marginally,"m""Ar.dZ@n.l=.i"
margins,"m""Ar.dZ@nz"
Maria,"m@`.r""i@"
Marie,"m@`.r""i"
marigold,"m""a.r@.g%old"
marijuana,"m%a.r@.w""a.n@"
Marilyn,"m""a.r@.l@n"
marimba,"m@`.r""Im.b@"
marina,"m@`.r""i.n@"
marinade,"m%a.r@.n""ed"
marinas,"m@`.r""i.n@z"
marinate,"m""a.r@.net"
marinated,"m""a.r@.n%e4.@d"
marinating,"m""a.r@.n%e4.IN"
marine,"m@`.r""in"
mariner,"m""a.r@.n@`"
marines,"m@`.r""inz"
marine's,"m@`""inz"
Mario,"m""A.ri.o"
marionette,"m%a.ri@.n""Et"
marionettes,"m%a.ri@.n""Ets"
marital,"m""a.r@.4l="
maritime,"m""a.r@.taIm"
mark,"m""Ark"
markdown,"m""Ark.d%aUn"
marked,"m""Arkt"
markedly,"m""Ark.@d.li"
marker,"m""Ark.@`"
markers,"m""Ark.@`z"
market,"m""Ar.k@t"
marketability,"m%Ar.k@4.@.b""Il.@.4i"
marketable,"m""Ar.k@4.@.bl="
marketed,"m""Ar.k@4.@d"
marketing,"m""Ar.k@4.IN"
marketings,"m""Ark@tINz"
marketplace,"m""Ar.k@t.pl%es"
markets,"m""Ar.k@ts"
marking,"m""Ark.IN"
markings,"m""Ark.INz"
marks,"m""Arks"
Mark's,"m""Arks"
marksman,"m""Arks.m@n"
marksman's,"m""Arks.m@nz"
marksmanship,"m""Arks.m@n.S%Ip"
markup,"m""Ark.%Vp"
Marlborough,"m""Arl.b%3`.ro"
Marlene,"mAr.l""in"
marlin,"m""Ar.lIn"
marlin's,"m""Ar.lInz"
marmalade,"m""Ar.m@.led"
marmoset,"""mArm@%zEt"
maroon,"m@`.r""un"
marooned,"m@`.r""und"
marquee,"mAr.k""i"
marquees,"mAr.k""iz"
marquis,"m""Ar.kwIs"
marred,"m""Ard"
marriage,"m""a.rIdZ"
marriageable,"m""a.rIdZ.@.bl="
marriages,"m""a.rIdZ.@z"
married,"m""a.rid"
marries,"m""a.riz"
marring,"m""Ar.IN"
marrow,"m""a.ro"
marrowbones,"m""a.ro.b%onz"
marry,"m""a.ri"
marrying,"m""a.ri.IN"
Mars,"m""Arz"
marsh,"m""ArS"
Marsha,"m""Ar.S@"
marshal,"m""Ar.Sl="
marshaling,"m""ArS@lIN"
marshall,"m""Ar.Sl="
marshalled,"m""Ar.Sl=d"
marshalling,"m""Ar.Sl=.IN"
marshall's,"m""Ar.Sl=z"
marshes,"m""ArS.@z"
marshmallow,"m""ArS.m%a.lo"
marshmallows,"m""ArS.m%a.loz"
marsh's,"m""ArS@z"
marshy,"m""ArS.i"
marsupial,"mAr.s""u.pi@l"
mart,"m""Art"
Martha,"m""Ar.T@"
Martha's,"m""ArT@z"
martial,"m""Ar.Sl="
Martian,"m""Ar.Sn="
Martians,"m""Ar.Sn=z"
Martin,"m""Ar.tn="
martini,"mAr.t""i.ni"
martinis,"mAr.t""i.niz"
Martin's,"m""Ar.tn=z"
marts,"m""Arts"
Marty,"m""Ar.4i"
martyr,"m""Ar.4@`"
martyrdom,"m""Ar.4@`.4@m"
martyrs,"m""Ar.4@`z"
Marty's,"m""Artiz"
marvel,"m""Ar.vl="
marveled,"m""Ar.vl=d"
marvelled,"m""Ar.vl=d"
marvellous,"m""Ar.vl=.@s"
marvelous,"m""Ar.vl=.@s"
marvelously,"m""Ar.vl=.@s.li"
marvels,"m""Ar.vl=z"
Marvin,"m""Ar.vIn"
Marx,"m""Arks"
Marxist,"m""Arks.Ist"
Marx's,"m""Arks.@z"
Mary,"m""E.ri"
Maryland,"m""E.ri.l%and"
Marylanders,"""mEr@l@nd@`z"
Maryland's,"m""Er@l@ndz"
Mary's,"m""E.riz"
marzipan,"m""Ar.z@.pan"
mascara,"m@.sk""a.r@"
mascot,"m""a.skAt"
masculine,"m""a.skj@.lIn"
masculinity,"m%a.skju.l""In.@.4i"
mash,"m""aS"
