Word,WordNet,MacMillan
10142,NA,NA
10143,NA,NA
10145,NA,NA
10147,NA,NA
10150,NA,NA
10151,NA,NA
10152,NA,NA
10154,NA,NA
10155,NA,NA
10159,NA,NA
10160,NA,NA
10161,NA,NA
10162,NA,NA
10163,NA,NA
10165,NA,NA
10168,NA,NA
10171,NA,NA
10172,NA,NA
10173,NA,NA
10174,NA,NA
10175,NA,NA
10176,NA,NA
10177,NA,NA
10178,NA,NA
10179,NA,NA
10180,NA,NA
10181,NA,NA
10182,NA,NA
10183,NA,NA
10184,NA,NA
10186,NA,NA
10187,NA,NA
10193,NA,NA
10195,NA,NA
10196,NA,NA
10198,NA,NA
10199,NA,NA
10202,NA,NA
10207,NA,NA
10209,NA,NA
10218,NA,NA
10220,NA,NA
10224,NA,NA
10226,NA,NA
10230,NA,NA
10233,NA,NA
10234,NA,NA
10235,NA,NA
10238,NA,NA
10242,NA,NA
10246,NA,NA
10247,NA,NA
10249,NA,NA
10251,NA,NA
10253,NA,NA
10255,NA,NA
10260,NA,NA
10264,NA,NA
10267,NA,NA
10270,NA,NA
10272,NA,NA
10274,NA,NA
10277,NA,NA
10278,NA,NA
10279,NA,NA
10283,NA,NA
10285,NA,NA
10284,NA,NA
10287,NA,NA
10288,NA,NA
10289,NA,NA
10290,NA,NA
10293,NA,NA
10294,NA,NA
10295,NA,NA
10298,NA,NA
10307,NA,NA
10310,NA,NA
10311,NA,NA
10315,NA,NA
10316,NA,NA
10317,NA,NA
10318,NA,NA
10319,NA,NA
10321,NA,NA
10322,NA,NA
10326,NA,NA
10327,NA,NA
10331,NA,NA
10332,NA,NA
10334,NA,NA
10336,NA,NA
10068,NA,NA
10337,NA,NA
10341,NA,NA
10343,NA,NA
10344,NA,NA
10345,NA,NA
10346,NA,NA
10347,NA,NA
10348,NA,NA
10349,NA,NA
10350,NA,NA
10352,NA,NA
10354,NA,NA
10358,NA,NA
10361,NA,NA
10362,NA,NA
10363,NA,NA
10366,NA,NA
10367,NA,NA
10368,NA,NA
10369,NA,NA
10370,NA,NA
10371,NA,NA
10372,NA,NA
10375,NA,NA
10379,NA,NA
10380,NA,NA
10382,NA,NA
10386,NA,NA
10387,NA,NA
10394,NA,NA
10398,NA,NA
10399,NA,NA
10400,NA,NA
10401,NA,NA
10403,NA,NA
10405,NA,NA
10407,NA,NA
10409,NA,NA
10412,NA,NA
10404,NA,NA
10413,NA,NA
10414,NA,NA
10415,NA,NA
10418,NA,NA
10419,NA,NA
10420,NA,NA
10422,NA,NA
10423,NA,NA
10424,NA,NA
10429,NA,NA
10430,NA,NA
10432,NA,NA
10433,NA,NA
10435,NA,NA
10436,NA,NA
10437,NA,NA
10438,NA,NA
10442,NA,NA
10444,NA,NA
10446,NA,NA
10449,NA,NA
10450,NA,NA
10454,NA,NA
10456,NA,NA
10457,NA,NA
10459,NA,NA
10461,NA,NA
10462,NA,NA
10464,NA,NA
10465,NA,NA
10466,NA,NA
10468,NA,NA
10471,NA,NA
10473,NA,NA
10475,NA,NA
10477,NA,NA
10479,NA,NA
10482,NA,NA
10486,NA,NA
10488,NA,NA
10490,NA,NA
10489,NA,NA
10492,NA,NA
10493,NA,NA
10494,NA,NA
10496,NA,NA
10497,NA,NA
10498,NA,NA
10506,NA,NA
10508,NA,NA
10509,NA,NA
10511,NA,NA
10516,NA,NA
10519,NA,NA
10520,NA,NA
10528,NA,NA
10529,NA,NA
10530,NA,NA
10531,NA,NA
10532,NA,NA
10534,NA,NA
10535,NA,NA
10536,NA,NA
10537,NA,NA
10538,NA,NA
10542,NA,NA
10543,NA,NA
10544,NA,NA
10545,NA,NA
10548,NA,NA
10550,NA,NA
10554,NA,NA
10556,NA,NA
10558,NA,NA
10557,NA,NA
10559,NA,NA
10563,NA,NA
10567,NA,NA
10569,NA,NA
10570,NA,NA
10571,NA,NA
10572,NA,NA
10574,NA,NA
10578,NA,NA
10583,NA,NA
10584,NA,NA
10585,NA,NA
10586,NA,NA
10587,NA,NA
10589,NA,NA
10590,NA,NA
10591,NA,NA
10592,NA,NA
10593,NA,NA
10594,NA,NA
10596,NA,NA
10597,NA,NA
10598,NA,NA
10604,NA,NA
10606,NA,NA
10608,NA,NA
10609,NA,NA
10611,NA,NA
10612,NA,NA
10613,NA,NA
10614,NA,NA
10616,NA,NA
10618,NA,NA
10622,NA,NA
10623,NA,NA
10625,NA,NA
10626,NA,NA
10631,NA,NA
10632,NA,NA
10634,NA,NA
10636,NA,NA
10507,NA,NA
10639,NA,NA
10648,NA,NA
10649,NA,NA
10650,NA,NA
10651,NA,NA
10653,NA,NA
10654,NA,NA
10656,NA,NA
10657,NA,NA
10659,NA,NA
10660,NA,NA
9032,NA,NA
9034,NA,NA
9035,NA,NA
9036,NA,NA
9042,NA,NA
9043,NA,NA
9044,NA,NA
9045,NA,NA
9047,NA,NA
9052,NA,NA
9056,NA,NA
9059,NA,NA
9063,NA,NA
9064,NA,NA
9065,NA,NA
9066,NA,NA
9076,NA,NA
9078,NA,NA
9080,NA,NA
9081,NA,NA
9089,NA,NA
9092,NA,NA
9094,NA,NA
9103,NA,NA
9104,NA,NA
9108,NA,NA
9109,NA,NA
9111,NA,NA
9112,NA,NA
9113,NA,NA
9118,NA,NA
9119,NA,NA
9120,NA,NA
9121,NA,NA
9127,NA,NA
9129,NA,NA
9131,NA,NA
9132,NA,NA
9133,NA,NA
9137,NA,NA
9141,NA,NA
9143,NA,NA
9144,NA,NA
9145,NA,NA
9146,NA,NA
9147,NA,NA
9148,NA,NA
9151,NA,NA
9152,NA,NA
9153,NA,NA
9154,NA,NA
9155,NA,NA
9156,NA,NA
9167,NA,NA
9169,NA,NA
9174,NA,NA
9175,NA,NA
9177,NA,NA
9179,NA,NA
9181,NA,NA
9182,NA,NA
9186,NA,NA
9187,NA,NA
9190,NA,NA
9191,NA,NA
9197,NA,NA
9198,NA,NA
9199,NA,NA
9201,NA,NA
9202,NA,NA
9203,NA,NA
9204,NA,NA
9205,NA,NA
9206,NA,NA
9207,NA,NA
9221,NA,NA
9222,NA,NA
9223,NA,NA
9209,NA,NA
9225,NA,NA
9226,NA,NA
9229,NA,NA
9233,NA,NA
9234,NA,NA
9235,NA,NA
9237,NA,NA
9239,NA,NA
9240,NA,NA
9241,NA,NA
9242,NA,NA
9243,NA,NA
9244,NA,NA
9247,NA,NA
9249,NA,NA
9250,NA,NA
9251,NA,NA
9252,NA,NA
9253,NA,NA
9254,NA,NA
9255,NA,NA
9257,NA,NA
9260,NA,NA
9261,NA,NA
9262,NA,NA
9263,NA,NA
9266,NA,NA
9267,NA,NA
9269,NA,NA
9271,NA,NA
9272,NA,NA
9274,NA,NA
9275,NA,NA
9277,NA,NA
9278,NA,NA
9280,NA,NA
9282,NA,NA
9285,NA,NA
9276,NA,NA
9286,NA,NA
9288,NA,NA
9289,NA,NA
9290,NA,NA
9293,NA,NA
9295,NA,NA
9298,NA,NA
9299,NA,NA
9301,NA,NA
9303,NA,NA
9304,NA,NA
9305,NA,NA
9307,NA,NA
9309,NA,NA
9310,NA,NA
9312,NA,NA
9313,NA,NA
9314,NA,NA
9315,NA,NA
9317,NA,NA
9318,NA,NA
9320,NA,NA
9322,NA,NA
9324,NA,NA
9325,NA,NA
9328,NA,NA
9331,NA,NA
9332,NA,NA
9338,NA,NA
9340,NA,NA
9344,NA,NA
9347,NA,NA
9349,NA,NA
9351,NA,NA
9352,NA,NA
9360,NA,NA
9364,NA,NA
9365,NA,NA
9366,NA,NA
9368,NA,NA
9371,NA,NA
9372,NA,NA
9376,NA,NA
9377,NA,NA
9378,NA,NA
9379,NA,NA
9380,NA,NA
9381,NA,NA
9382,NA,NA
9383,NA,NA
9385,NA,NA
9389,NA,NA
9390,NA,NA
9397,NA,NA
9361,NA,NA
9398,NA,NA
9400,NA,NA
9402,NA,NA
9405,NA,NA
9410,NA,NA
9411,NA,NA
9416,NA,NA
9418,NA,NA
9419,NA,NA
9420,NA,NA
9422,NA,NA
9424,NA,NA
9425,NA,NA
9426,NA,NA
9428,NA,NA
9432,NA,NA
9434,NA,NA
9436,NA,NA
9439,NA,NA
9447,NA,NA
9448,NA,NA
9449,NA,NA
9450,NA,NA
9455,NA,NA
9456,NA,NA
9461,NA,NA
9462,NA,NA
9463,NA,NA
9464,NA,NA
9466,NA,NA
9472,NA,NA
9473,NA,NA
9474,NA,NA
9475,NA,NA
9484,NA,NA
9485,NA,NA
9487,NA,NA
9493,NA,NA
9498,NA,NA
9503,NA,NA
9504,NA,NA
9505,NA,NA
9508,NA,NA
9513,NA,NA
9514,NA,NA
9515,NA,NA
9516,NA,NA
9518,NA,NA
9519,NA,NA
9521,NA,NA
9528,NA,NA
9529,NA,NA
9531,NA,NA
9536,NA,NA
9538,NA,NA
9540,NA,NA
9532,NA,NA
9534,NA,NA
9535,NA,NA
9537,NA,NA
9542,NA,NA
9549,NA,NA
9550,NA,NA
9556,NA,NA
9557,NA,NA
9560,NA,NA
9562,NA,NA
9563,NA,NA
9565,NA,NA
9566,NA,NA
9567,NA,NA
9570,NA,NA
9572,NA,NA
9574,NA,NA
9573,NA,NA
9575,NA,NA
9578,NA,NA
9579,NA,NA
9580,NA,NA
9583,NA,NA
9584,NA,NA
9589,NA,NA
9591,NA,NA
9594,NA,NA
9596,NA,NA
9597,NA,NA
9598,NA,NA
9600,NA,NA
9603,NA,NA
9605,NA,NA
9611,NA,NA
9615,NA,NA
9616,NA,NA
9617,NA,NA
9618,NA,NA
9619,NA,NA
9621,NA,NA
9622,NA,NA
9623,NA,NA
9624,NA,NA
9625,NA,NA
9626,NA,NA
9627,NA,NA
9628,NA,NA
9629,NA,NA
9630,NA,NA
9633,NA,NA
9634,NA,NA
9635,NA,NA
9637,NA,NA
9638,NA,NA
9649,NA,NA
9650,NA,NA
9652,NA,NA
9653,NA,NA
9654,NA,NA
9655,NA,NA
9656,NA,NA
9659,NA,NA
9662,NA,NA
9665,NA,NA
9663,NA,NA
9669,NA,NA
9671,NA,NA
9670,NA,NA
9673,NA,NA
9674,NA,NA
9677,NA,NA
9678,NA,NA
9679,NA,NA
9682,NA,NA
9683,NA,NA
9686,NA,NA
9687,NA,NA
9688,NA,NA
9690,NA,NA
9691,NA,NA
9692,NA,NA
9689,NA,NA
9703,NA,NA
9705,NA,NA
9706,NA,NA
9707,NA,NA
9710,NA,NA
9714,NA,NA
9717,NA,NA
9719,NA,NA
9720,NA,NA
9721,NA,NA
9715,NA,NA
9730,NA,NA
9731,NA,NA
9732,NA,NA
9733,NA,NA
9735,NA,NA
9736,NA,NA
9737,NA,NA
9742,NA,NA
9746,NA,NA
9749,NA,NA
9711,NA,NA
9750,NA,NA
9751,NA,NA
9752,NA,NA
9753,NA,NA
9754,NA,NA
9758,NA,NA
9760,NA,NA
9761,NA,NA
9762,NA,NA
9764,NA,NA
9763,NA,NA
9765,NA,NA
9771,NA,NA
9778,NA,NA
9779,NA,NA
9781,NA,NA
9783,NA,NA
9786,NA,NA
9788,NA,NA
9789,NA,NA
9790,NA,NA
9791,NA,NA
9792,NA,NA
9794,NA,NA
9796,NA,NA
9801,NA,NA
9802,NA,NA
9803,NA,NA
9805,NA,NA
9806,NA,NA
9807,NA,NA
9811,NA,NA
9812,NA,NA
9813,NA,NA
9814,NA,NA
9815,NA,NA
9817,NA,NA
9818,NA,NA
9819,NA,NA
9821,NA,NA
9823,NA,NA
9825,NA,NA
9831,NA,NA
9832,NA,NA
9837,NA,NA
9840,NA,NA
9841,NA,NA
9842,NA,NA
9845,NA,NA
9848,NA,NA
9850,NA,NA
9851,NA,NA
9852,NA,NA
9853,NA,NA
9854,NA,NA
8277,NA,NA
8280,NA,NA
8281,NA,NA
8283,NA,NA
8284,NA,NA
8287,NA,NA
8288,NA,NA
8289,NA,NA
8290,NA,NA
8291,NA,NA
8294,NA,NA
8302,NA,NA
8303,NA,NA
8304,NA,NA
8305,NA,NA
8307,NA,NA
8308,NA,NA
8310,NA,NA
8311,NA,NA
8313,NA,NA
8315,NA,NA
8316,NA,NA
8318,NA,NA
8312,NA,NA
8319,NA,NA
8320,NA,NA
8322,NA,NA
8324,NA,NA
8327,NA,NA
8331,NA,NA
8333,NA,NA
8337,NA,NA
8338,NA,NA
8339,NA,NA
8341,NA,NA
8342,NA,NA
8343,NA,NA
8345,NA,NA
8347,NA,NA
8348,NA,NA
8350,NA,NA
8351,NA,NA
8352,NA,NA
8353,NA,NA
8356,NA,NA
8359,NA,NA
8363,NA,NA
8365,NA,NA
8366,NA,NA
8368,NA,NA
8369,NA,NA
8370,NA,NA
8371,NA,NA
8372,NA,NA
8375,NA,NA
8376,NA,NA
8377,NA,NA
8379,NA,NA
8382,NA,NA
8383,NA,NA
8384,NA,NA
8387,NA,NA
8389,NA,NA
8391,NA,NA
8393,NA,NA
8394,NA,NA
8395,NA,NA
8398,NA,NA
8400,NA,NA
8402,NA,NA
8407,NA,NA
8409,NA,NA
8410,NA,NA
8411,NA,NA
8413,NA,NA
8414,NA,NA
8415,NA,NA
8416,NA,NA
8417,NA,NA
8418,NA,NA
8421,NA,NA
8422,NA,NA
8423,NA,NA
8426,NA,NA
8427,NA,NA
8428,NA,NA
8430,NA,NA
8431,NA,NA
8432,NA,NA
8434,NA,NA
8435,NA,NA
8437,NA,NA
8440,NA,NA
8441,NA,NA
8444,NA,NA
8445,NA,NA
8447,NA,NA
8448,NA,NA
8449,NA,NA
8450,NA,NA
8451,NA,NA
8452,NA,NA
8453,NA,NA
8454,NA,NA
8455,NA,NA
8456,NA,NA
8457,NA,NA
8458,NA,NA
8459,NA,NA
8461,NA,NA
8462,NA,NA
8467,NA,NA
8469,NA,NA
8471,NA,NA
8473,NA,NA
8474,NA,NA
8477,NA,NA
8481,NA,NA
8482,NA,NA
8483,NA,NA
8494,NA,NA
8496,NA,NA
8497,NA,NA
8498,NA,NA
8503,NA,NA
8504,NA,NA
8505,NA,NA
8507,NA,NA
8508,NA,NA
8509,NA,NA
8514,NA,NA
8515,NA,NA
8518,NA,NA
8519,NA,NA
8521,NA,NA
8522,NA,NA
8523,NA,NA
8525,NA,NA
8527,NA,NA
8528,NA,NA
8529,NA,NA
8530,NA,NA
8531,NA,NA
8534,NA,NA
8535,NA,NA
8536,NA,NA
8537,NA,NA
8540,NA,NA
8542,NA,NA
8551,NA,NA
8552,NA,NA
8553,NA,NA
8554,NA,NA
8557,NA,NA
8561,NA,NA
8562,NA,NA
8565,NA,NA
8555,NA,NA
8566,NA,NA
8569,NA,NA
8572,NA,NA
8573,NA,NA
8574,NA,NA
8575,NA,NA
8577,NA,NA
8581,NA,NA
8576,NA,NA
8585,NA,NA
8586,NA,NA
8588,NA,NA
8589,NA,NA
8590,NA,NA
8593,NA,NA
8601,NA,NA
8603,NA,NA
8606,NA,NA
8594,NA,NA
8609,NA,NA
8612,NA,NA
8613,NA,NA
8616,NA,NA
8618,NA,NA
8625,NA,NA
8626,NA,NA
8627,NA,NA
8628,NA,NA
8630,NA,NA
8631,NA,NA
8636,NA,NA
8637,NA,NA
8638,NA,NA
8641,NA,NA
8642,NA,NA
8644,NA,NA
8645,NA,NA
8647,NA,NA
8648,NA,NA
8649,NA,NA
8650,NA,NA
8651,NA,NA
8652,NA,NA
8653,NA,NA
8654,NA,NA
8655,NA,NA
8656,NA,NA
8658,NA,NA
8659,NA,NA
8660,NA,NA
8661,NA,NA
8663,NA,NA
8664,NA,NA
8668,NA,NA
8670,NA,NA
8681,NA,NA
8682,NA,NA
8683,NA,NA
8686,NA,NA
8687,NA,NA
8690,NA,NA
8694,NA,NA
8695,NA,NA
8698,NA,NA
8700,NA,NA
8703,NA,NA
8705,NA,NA
8710,NA,NA
8714,NA,NA
8715,NA,NA
8716,NA,NA
8717,NA,NA
8719,NA,NA
8721,NA,NA
8725,NA,NA
8699,NA,NA
8727,NA,NA
8728,NA,NA
8730,NA,NA
8729,NA,NA
8732,NA,NA
8733,NA,NA
8735,NA,NA
8739,NA,NA
8740,NA,NA
8742,NA,NA
8743,NA,NA
8744,NA,NA
8745,NA,NA
8746,NA,NA
8747,NA,NA
8748,NA,NA
8749,NA,NA
8750,NA,NA
8755,NA,NA
8756,NA,NA
8757,NA,NA
8758,NA,NA
8759,NA,NA
8765,NA,NA
8773,NA,NA
8774,NA,NA
8775,NA,NA
8777,NA,NA
8778,NA,NA
8781,NA,NA
8782,NA,NA
8784,NA,NA
8785,NA,NA
8787,NA,NA
8788,NA,NA
8789,NA,NA
8790,NA,NA
8791,NA,NA
8792,NA,NA
8794,NA,NA
8797,NA,NA
8798,NA,NA
8799,NA,NA
8802,NA,NA
8803,NA,NA
8804,NA,NA
8805,NA,NA
8806,NA,NA
8809,NA,NA
8811,NA,NA
8817,NA,NA
8819,NA,NA
8820,NA,NA
8821,NA,NA
8823,NA,NA
8822,NA,NA
8825,NA,NA
8827,NA,NA
8826,NA,NA
8828,NA,NA
8829,NA,NA
8831,NA,NA
8834,NA,NA
8836,NA,NA
8837,NA,NA
8840,NA,NA
8841,NA,NA
8843,NA,NA
8844,NA,NA
8850,NA,NA
8851,NA,NA
8852,NA,NA
8853,NA,NA
8854,NA,NA
8855,NA,NA
8860,NA,NA
8861,NA,NA
8862,NA,NA
8863,NA,NA
8865,NA,NA
8867,NA,NA
8872,NA,NA
8873,NA,NA
8875,NA,NA
8876,NA,NA
8877,NA,NA
8879,NA,NA
8883,NA,NA
8885,NA,NA
8887,NA,NA
8892,NA,NA
8894,NA,NA
8895,NA,NA
8896,NA,NA
8898,NA,NA
8900,NA,NA
8902,NA,NA
8908,NA,NA
8910,NA,NA
8911,NA,NA
8912,NA,NA
8916,NA,NA
8918,NA,NA
8919,NA,NA
8920,NA,NA
8921,NA,NA
8930,NA,NA
8932,NA,NA
8933,NA,NA
8934,NA,NA
8935,NA,NA
8936,NA,NA
8942,NA,NA
8943,NA,NA
8945,NA,NA
8949,NA,NA
8950,NA,NA
8951,NA,NA
8953,NA,NA
8955,NA,NA
8959,NA,NA
8960,NA,NA
8961,NA,NA
8962,NA,NA
8966,NA,NA
8972,NA,NA
8973,NA,NA
8979,NA,NA
8981,NA,NA
8983,NA,NA
8984,NA,NA
8987,NA,NA
8990,NA,NA
8991,NA,NA
8992,NA,NA
8995,NA,NA
8996,NA,NA
8997,NA,NA
8998,NA,NA
8999,NA,NA
9000,NA,NA
9001,NA,NA
9002,NA,NA
9003,NA,NA
9004,NA,NA
9005,NA,NA
9007,NA,NA
9009,NA,NA
9010,NA,NA
9020,NA,NA
9021,NA,NA
9023,NA,NA
9024,NA,NA
9028,NA,NA
9029,NA,NA
9030,NA,NA
9031,NA,NA
7442,NA,NA
7443,NA,NA
7445,NA,NA
7447,NA,NA
7452,NA,NA
7456,NA,NA
7458,NA,NA
7459,NA,NA
7460,NA,NA
7461,NA,NA
7464,NA,NA
7465,NA,NA
7466,NA,NA
7467,NA,NA
7468,NA,NA
7470,NA,NA
7473,NA,NA
7474,NA,NA
7476,NA,NA
7478,NA,NA
7479,NA,NA
7481,NA,NA
7484,NA,NA
7485,NA,NA
7486,NA,NA
7487,NA,NA
7488,NA,NA
7501,NA,NA
7506,NA,NA
7513,NA,NA
7514,NA,NA
7516,NA,NA
7518,NA,NA
7521,NA,NA
7522,NA,NA
7527,NA,NA
7529,NA,NA
7533,NA,NA
7535,NA,NA
7540,NA,NA
7542,NA,NA
7543,NA,NA
7546,NA,NA
7548,NA,NA
7549,NA,NA
7550,NA,NA
7552,NA,NA
7553,NA,NA
7555,NA,NA
7556,NA,NA
7557,NA,NA
7558,NA,NA
7559,NA,NA
7560,NA,NA
7561,NA,NA
7564,NA,NA
7566,NA,NA
7567,NA,NA
7568,NA,NA
7569,NA,NA
7572,NA,NA
7576,NA,NA
7580,NA,NA
7541,NA,NA
7581,NA,NA
7583,NA,NA
7584,NA,NA
7585,NA,NA
7587,NA,NA
7590,NA,NA
7591,NA,NA
7593,NA,NA
7594,NA,NA
7595,NA,NA
7598,NA,NA
7599,NA,NA
7601,NA,NA
7602,NA,NA
7606,NA,NA
7607,NA,NA
7610,NA,NA
7611,NA,NA
7612,NA,NA
7613,NA,NA
7614,NA,NA
7616,NA,NA
7617,NA,NA
7618,NA,NA
7621,NA,NA
7624,NA,NA
7626,NA,NA
7628,NA,NA
7632,NA,NA
7634,NA,NA
7635,NA,NA
7636,NA,NA
7638,NA,NA
7639,NA,NA
7640,NA,NA
7641,NA,NA
7642,NA,NA
7644,NA,NA
7653,NA,NA
7656,NA,NA
7661,NA,NA
7664,NA,NA
7666,NA,NA
7668,NA,NA
7672,NA,NA
7673,NA,NA
7676,NA,NA
7677,NA,NA
7678,NA,NA
7679,NA,NA
7681,NA,NA
7683,NA,NA
7684,NA,NA
7685,NA,NA
7688,NA,NA
7690,NA,NA
7692,NA,NA
7693,NA,NA
7696,NA,NA
7697,NA,NA
7698,NA,NA
7700,NA,NA
7701,NA,NA
7702,NA,NA
7705,NA,NA
7706,NA,NA
7707,NA,NA
7709,NA,NA
7711,NA,NA
7713,NA,NA
7727,NA,NA
7728,NA,NA
7731,NA,NA
7733,NA,NA
7734,NA,NA
7739,NA,NA
7732,NA,NA
7740,NA,NA
7742,NA,NA
7744,NA,NA
7745,NA,NA
7743,NA,NA
7746,NA,NA
7747,NA,NA
7748,NA,NA
7753,NA,NA
7754,NA,NA
7760,NA,NA
7761,NA,NA
7763,NA,NA
7764,NA,NA
7765,NA,NA
7766,NA,NA
7769,NA,NA
7770,NA,NA
7773,NA,NA
7774,NA,NA
7775,NA,NA
7777,NA,NA
7778,NA,NA
7779,NA,NA
7780,NA,NA
7783,NA,NA
7787,NA,NA
7795,NA,NA
7796,NA,NA
7797,NA,NA
7799,NA,NA
7800,NA,NA
7802,NA,NA
7803,NA,NA
7804,NA,NA
7805,NA,NA
7809,NA,NA
7810,NA,NA
7811,NA,NA
7818,NA,NA
7819,NA,NA
7820,NA,NA
7821,NA,NA
7822,NA,NA
7823,NA,NA
7827,NA,NA
7828,NA,NA
7831,NA,NA
7832,NA,NA
7836,NA,NA
7838,NA,NA
7839,NA,NA
7840,NA,NA
7841,NA,NA
7842,NA,NA
7844,NA,NA
7845,NA,NA
7852,NA,NA
7854,NA,NA
7857,NA,NA
7862,NA,NA
7863,NA,NA
7866,NA,NA
7875,NA,NA
7876,NA,NA
7877,NA,NA
7878,NA,NA
7881,NA,NA
7883,NA,NA
7884,NA,NA
7885,NA,NA
7887,NA,NA
7893,NA,NA
7894,NA,NA
7896,NA,NA
7898,NA,NA
7905,NA,NA
7906,NA,NA
7908,NA,NA
7909,NA,NA
7910,NA,NA
7911,NA,NA
7913,NA,NA
7915,NA,NA
7919,NA,NA
7920,NA,NA
7921,NA,NA
7922,NA,NA
7926,NA,NA
7927,NA,NA
7932,NA,NA
7934,NA,NA
7936,NA,NA
7940,NA,NA
7923,NA,NA
7941,NA,NA
7942,NA,NA
7944,NA,NA
7945,NA,NA
7947,NA,NA
7943,NA,NA
7949,NA,NA
7950,NA,NA
7951,NA,NA
7954,NA,NA
7959,NA,NA
7965,NA,NA
7970,NA,NA
7972,NA,NA
7976,NA,NA
7978,NA,NA
7974,NA,NA
7979,NA,NA
7983,NA,NA
7985,NA,NA
7987,NA,NA
7988,NA,NA
7989,NA,NA
7990,NA,NA
7991,NA,NA
7993,NA,NA
7996,NA,NA
8007,NA,NA
7994,NA,NA
8008,NA,NA
8010,NA,NA
8013,NA,NA
8015,NA,NA
8017,NA,NA
8018,NA,NA
8022,NA,NA
8024,NA,NA
8026,NA,NA
8030,NA,NA
8031,NA,NA
8032,NA,NA
8033,NA,NA
8034,NA,NA
8035,NA,NA
8038,NA,NA
8040,NA,NA
8041,NA,NA
8042,NA,NA
8050,NA,NA
8053,NA,NA
8054,NA,NA
8055,NA,NA
8056,NA,NA
8059,NA,NA
8061,NA,NA
8069,NA,NA
8073,NA,NA
8074,NA,NA
8078,NA,NA
8083,NA,NA
8088,NA,NA
8089,NA,NA
8091,NA,NA
8094,NA,NA
8096,NA,NA
8097,NA,NA
8098,NA,NA
8099,NA,NA
8100,NA,NA
8101,NA,NA
8102,NA,NA
8103,NA,NA
8104,NA,NA
8108,NA,NA
8115,NA,NA
8120,NA,NA
8122,NA,NA
8126,NA,NA
8127,NA,NA
8128,NA,NA
8130,NA,NA
8132,NA,NA
8133,NA,NA
8138,NA,NA
8141,NA,NA
8142,NA,NA
8143,NA,NA
8145,NA,NA
8147,NA,NA
8149,NA,NA
8150,NA,NA
8152,NA,NA
8154,NA,NA
8158,NA,NA
8160,NA,NA
8161,NA,NA
8162,NA,NA
8163,NA,NA
8165,NA,NA
8167,NA,NA
8168,NA,NA
8169,NA,NA
8170,NA,NA
8171,NA,NA
8172,NA,NA
8174,NA,NA
8176,NA,NA
8177,NA,NA
8179,NA,NA
8181,NA,NA
8182,NA,NA
8183,NA,NA
8184,NA,NA
8185,NA,NA
8186,NA,NA
8187,NA,NA
8190,NA,NA
8191,NA,NA
8193,NA,NA
8195,NA,NA
8199,NA,NA
8201,NA,NA
8202,NA,NA
8203,NA,NA
8205,NA,NA
8206,NA,NA
8212,NA,NA
8213,NA,NA
8214,NA,NA
8216,NA,NA
8221,NA,NA
8222,NA,NA
8223,NA,NA
8225,NA,NA
8226,NA,NA
8228,NA,NA
8230,NA,NA
8231,NA,NA
8232,NA,NA
8233,NA,NA
8235,NA,NA
8237,NA,NA
8238,NA,NA
8234,NA,NA
8239,NA,NA
8243,NA,NA
8249,NA,NA
8262,NA,NA
8263,NA,NA
8264,NA,NA
8273,NA,NA
8274,NA,NA
8275,NA,NA
8279,NA,NA
6639,NA,NA
6641,NA,NA
6644,NA,NA
6646,NA,NA
6647,NA,NA
6649,NA,NA
6650,NA,NA
6659,NA,NA
6660,NA,NA
6661,NA,NA
6662,NA,NA
6664,NA,NA
6665,NA,NA
6666,NA,NA
6668,NA,NA
6669,NA,NA
6671,NA,NA
6673,NA,NA
6674,NA,NA
6681,NA,NA
6683,NA,NA
6688,NA,NA
6690,NA,NA
6691,NA,NA
6697,NA,NA
6698,NA,NA
6702,NA,NA
6708,NA,NA
6712,NA,NA
6717,NA,NA
6719,NA,NA
6720,NA,NA
6721,NA,NA
6725,NA,NA
6726,NA,NA
6727,NA,NA
6728,NA,NA
6731,NA,NA
6732,NA,NA
6738,NA,NA
6740,NA,NA
6741,NA,NA
6747,NA,NA
6752,NA,NA
6753,NA,NA
6754,NA,NA
6760,NA,NA
6761,NA,NA
6763,NA,NA
6709,NA,NA
6766,NA,NA
6774,NA,NA
6776,NA,NA
6777,NA,NA
6781,NA,NA
6786,NA,NA
6787,NA,NA
6788,NA,NA
6793,NA,NA
6794,NA,NA
6796,NA,NA
6806,NA,NA
6814,NA,NA
6815,NA,NA
6816,NA,NA
6819,NA,NA
6820,NA,NA
6822,NA,NA
6825,NA,NA
6827,NA,NA
6828,NA,NA
6830,NA,NA
6831,NA,NA
6832,NA,NA
6834,NA,NA
6835,NA,NA
6836,NA,NA
6839,NA,NA
6841,NA,NA
6843,NA,NA
6844,NA,NA
6846,NA,NA
6847,NA,NA
6848,NA,NA
6849,NA,NA
6850,NA,NA
6852,NA,NA
6860,NA,NA
6861,NA,NA
6862,NA,NA
6865,NA,NA
6869,NA,NA
6871,NA,NA
6872,NA,NA
6874,NA,NA
6876,NA,NA
6877,NA,NA
6880,NA,NA
6885,NA,NA
6886,NA,NA
6888,NA,NA
6889,NA,NA
6892,NA,NA
6893,NA,NA
6896,NA,NA
6897,NA,NA
6898,NA,NA
6900,NA,NA
6903,NA,NA
6904,NA,NA
6906,NA,NA
6912,NA,NA
6913,NA,NA
6914,NA,NA
6916,NA,NA
6917,NA,NA
6919,NA,NA
6920,NA,NA
6921,NA,NA
6925,NA,NA
6926,NA,NA
6927,NA,NA
6933,NA,NA
