"Word","Freq_KF","Freq_HAL"
"nihilistic",1,180
"nil",1,4758
"Nile",3,703
"nimble",NA,465
"nimbler",1,3
"nimbly",2,46
"nimbus",NA,1516
"nimrod",NA,275
"Nina",1,1660
"nincompoop",NA,59
"nine",81,14715
"ninefold",NA,35
"ninepence",NA,4
"ninepenny",NA,0
"ninepin",NA,0
"nines",NA,134
"nineteen",18,931
"nineteenth",42,711
"nineties",3,637
"ninetieth",1,4
"ninety",12,852
"ninny",NA,49
"ninth",20,1914
"nip",3,736
"nipped",1,256
"nipple",NA,3998
"nipples",1,6751
"nippy",NA,84
"nips",1,340
"nirvana",1,2935
"nitpick",NA,533
"nitrate",3,1297
"nitrates",1,429
"nitric",NA,340
"nitrogen",12,2094
"nitrous",NA,562
"nitwit",NA,259
"nix",NA,1079
"Nixon",25,4634
"nitroglycerine",1,52
"Nixon's",1,498
"no",2201,1157549
"Noah",1,3103
"Nobel",7,5009
"nobility",4,790
"noble",23,5592
"nobleman",2,94
"nobler",1,153
"nobles",1,464
"noblesse",1,57
"noblest",5,79
"nobody",74,32857
"nobody's",4,2533
"nocturnal",3,543
"nocturne",3,122
"nod",12,2133
"nodded",51,4088
"nodding",7,581
"node",NA,8028
"nodes",2,5565
"nods",1,548
"nodular",1,16
"nodules",1,72
"Noel",6,2079
"noggin",NA,154
"nohow",NA,58
"noise",37,20803
"noiseless",1,52
"noisemakers",2,45
"noises",6,2886
"noisier",1,168
"noisily",4,157
"noisy",6,2746
"nomad",NA,1186
"nomadic",NA,365
"nomenclature",7,695
"nominal",11,2300
"nominally",3,594
"nominate",3,1338
"nominated",8,2456
"nominating",1,395
"nominee",3,1010
"nonacid",1,0
"nomination",12,3004
"nominative",NA,161
"nonaggression",NA,14
"nonagricultural",1,7
"nonassertive",NA,0
"nonchalance",NA,35
"nonchalant",1,132
"nonchurchgoing",1,0
"noncombatant",1,29
"noncommissioned",1,28
"noncommittal",2,19
"noncommittally",1,13
"noncompliance",2,46
"nonconductor",NA,3
"nonconformist",2,33
"nonconformists",1,40
"movers",4,348
"moves",36,19643
"movie",29,61248
"movies",31,30450
"nonconformity",NA,94
"noncontributory",NA,1
"nondescript",5,120
"nondescriptly",1,0
"nondriver",1,6
"nondrying",2,1
"none",108,90590
"nondiscriminatory",1,72
"nonentity",NA,44
"mouthful",3,492
"mouthing",2,371
"mouthpiece",7,832
"mouthpieces",1,121
"mouths",8,2195
"mouthwash",NA,134
"movable",19,446
"move",171,80091
"moved",181,34884
"movement",128,30554
"movements",47,7385
"mover",NA,889
"moving",114,36725
"movingly",1,21
"mow",NA,761
"mowed",1,241
"mower",NA,451
"Mozambique",NA,420
"Mozart",2,2178
"Mozart's",1,305
"mu",NA,10173
"much",937,483898
"muck",1,1235
"mucker",1,28
"muckheap",NA,0
"mucking",2,437
"mucky",NA,93
"mucosa",5,77
"mucous",NA,304
"mucus",2,419
"mud",32,11445
"muddied",2,79
"muddle",NA,317
"muddling",1,85
"muddy",10,1599
"mudflat",NA,7
"mudguard",1,19
"mudslinger",NA,6
"mudslinging",1,87
"muff",1,348
"muffin",NA,991
"muffins",1,401
"muffle",NA,93
"muffled",11,651
"muffler",2,539
"muffling",1,56
"mug",1,1642
"mugged",NA,368
"mugger",NA,241
"muggers",1,165
"muggy",1,53
"mugs",2,655
"Muhammad",1,2709
"mulberry",NA,146
"mulch",6,351
"mulching",1,79
"mule",4,1488
"mules",3,398
"mull",NA,252
"mullet",NA,142
"mulling",1,188
"multichannel",1,263
"multicolor",1,281
"multicolored",1,226
"multifarious",NA,47
"multiform",NA,7
"multidimensional",1,601
"multilateral",1,415
"multilingual",NA,794
"multimillionaire",1,61
"multiple",36,44662
"multiplex",NA,360
"multiplication",6,1167
"multiplied",7,921
"multiplies",2,663
"multiply",10,3467
"multiplicity",8,549
"multiplying",8,689
"multipurpose",1,364
"multiracial",NA,151
"multistage",1,26
"multitude",3,1932
"multitudes",2,389
"multitudinous",2,108
"mum",1,1450
"mumble",1,588
"mumbled",5,680
"mumbling",1,444
"mummies",1,170
"mummification",NA,27
"mummified",1,141
"mummify",NA,9
"mummy",NA,2654
"mumps",NA,975
"munch",1,1219
"munched",1,183
"munching",1,281
"mundane",3,1930
"Munich",6,2859
"Munich's",1,10
"municipal",28,2143
"municipalities",9,765
"municipality",1,543
"municipality's",1,5
"municipally",1,5
"munificence",NA,18
"munificent",NA,41
"munition",NA,150
"munitions",3,620
"mural",1,257
"murder",75,19075
"murdered",9,4064
"murderer",19,1996
"murderers",5,1822
"murderer's",1,69
"murdering",3,1098
"murderous",4,843
"murders",12,3324
"murk",NA,1305
"murky",5,548
"murmur",3,283
"murmured",17,411
"murmuring",4,102
"Murray",8,8161
"Murray's",1,272
"muscle",42,9316
"muscled",1,424
"muscleman",NA,13
"musclemen",1,8
"muscles",31,7457
"muscular",16,2887
"musculature",1,212
"muse",4,1301
"mused",4,379
"muses",1,456
"museum",32,10047
"museums",10,2155
"mush",NA,2549
"mushroom",2,1873
"mushrooming",1,43
"mushrooms",2,2503
"mushy",NA,579
"music",216,134404
"musical",85,14696
"musicality",1,150
"musically",3,1280
"musicals",3,880
"musician",23,4686
"musicians",41,6787
"musician's",1,395
"musicianship",3,307
"musicologists",1,42
"musing",1,193
"musings",1,430
"musk",NA,216
"musket",6,191
"musketeer",NA,87
"muskets",3,395
"muskrat",NA,53
"musky",NA,326
"Muslim",3,12182
"Muslims",2,11493
"muslin",NA,176
"muss",NA,812
"mussel",NA,54
"mussels",2,138
"Mussolini",1,463
"Mussolini's",1,51
"must",1013,306094
"mustache",5,487
"mustached",3,30
"mustaches",1,49
"mustang",1,3002
"mustangs",1,531
"mustard",20,1664
"muster",3,1178
"mustered",1,138
"mustering",1,40
"mustiness",1,5
"mustn't",5,516
"must've",2,839
"musty",NA,180
"mutable",NA,160
"mutant",NA,3461
"mutants",1,3736
"mutate",NA,312
"mutation",NA,3851
"mutational",1,37
"mutations",1,1271
"mute",3,1377
"muted",3,442
"mutely",2,39
"mutilate",NA,292
"mutilated",3,612
"mutilation",1,947
"mutineer",1,7
"mutinies",1,13
"mutinous",NA,25
"mutiny",3,398
"mutt",NA,442
"mutter",1,393
"muttered",17,824
"mutterers",1,1
"muttering",8,417
"mutters",1,153
"mutton",8,168
"mutual",26,9352
"mutuality",1,30
"mutually",13,2509
"muzak",1,207
"muzzle",10,1887
"muzzles",1,89
"my",1319,1768938
"Mycenae",2,26
"Mylar",2,670
"myocardial",3,117
"myocardium",1,14
"myopia",1,343
"myopic",1,330
"myosin",1,147
"myriad",7,1482
"myrrh",2,105
"myself",129,92699
"mysteries",7,2388
"mysterious",26,5453
"mystery",39,10205
"mystic",3,3432
"mystical",5,2379
"mysticism",2,1220
"mystics",3,488
"mystification",1,53
"mystified",1,319
"mystify",NA,30
"mystique",5,908
"myth",35,8162
"mythic",2,332
"mythical",NA,1484
"mythological",13,630
"mythologies",2,216
"mythology",3,2585
"myths",6,3624
"nab",1,319
"nabbed",1,148
"Nabisco",1,144
"Nadine",17,564
"Nadine's",3,21
"nag",NA,804
"Nagasaki",2,634
"nagged",1,65
"nagging",9,800
"nail",6,4603
"nailed",11,1546
"nailing",1,269
"nails",14,4368
"Nairobi",1,254
"naive",7,4854
"naively",1,342
"naivete",1,315
"naivety",NA,83
"naked",32,13367
"nakedly",1,40
"nakedness",3,354
"Nam",13,6319
"name",294,297695
"named",84,32210
"namedrop",NA,6
"nameless",2,2661
"namely",33,5995
"nameplate",NA,199
"names",89,65155
"name's",4,725
"namesake",2,216
"Namibia",NA,294
"naming",4,3670
"Nam's",1,19
"Nancy",5,10088
"nanny",NA,787
"Nantucket",4,178
"Naomi",2,1020
"nap",4,1644
"napalm",NA,777
"nape",NA,175
"napkin",3,316
"napkins",2,385
"Naples",3,519
"Napoleon",7,1464
"Napoleonic",1,360
"Napoleon's",2,317
"napped",1,92
"napping",1,184
"nappy",NA,207
"naps",2,303
"narcissism",NA,79
"narcissist",NA,22
"Narcissus",NA,76
"narcotic",2,554
"narcotics",7,1153
"narrate",NA,70
"narrated",1,582
"narration",2,628
"narrative",24,1869
"narratives",3,413
"narrator",11,771
"narrow",63,10049
"narrowed",9,1203
"narrower",7,827
"narrowing",4,478
"narrowly",6,954
"narrowness",1,104
"narrows",3,277
"nasal",2,762
"Nashville",7,3664
"Nassau",14,802
"Nassau's",1,2
"nastier",1,313
"nastiest",1,250
"nasty",5,14007
"natal",2,6488
"Natalie",1,2286
"Nathan",5,6225
"nation",139,29567
"national",375,114548
"nationalism",35,1826
"nationalisms",2,47
"nationalist",4,1852
"nationalistic",4,586
"nationalists",1,1025
"nationality",3,2476
"nationalization",NA,128
"nationalize",1,84
"nationalized",2,257
"nationally",10,3053
"nationals",4,2556
"nationalizing",1,33
"nations",175,21671
"nation's",36,4565
"nationwide",5,8060
"native",46,27377
"natives",11,2197
"nativity",NA,144
"natty",1,92
"natural",156,45294
"naturalism",1,96
"naturalist",1,235
"naturalistic",4,199
"naturalization",NA,646
"naturalize",NA,21
"naturalized",3,352
"naturally",70,12050
"naturalness",2,74
"nature",191,51563
"natured",1,254
"natures",4,682
"nature's",3,1544
"naturism",NA,255
"naturist",NA,843
"naught",2,467
"naughtier",1,3
"naughty",1,2717
"nausea",3,1406
"nauseate",NA,14
"nauseated",2,141
"nauseous",NA,261
"nautical",2,558
"nautilus",2,435
"naval",33,6403
"navel",2,1026
"navels",1,51
"navigable",1,125
"navigate",1,1806
"navigating",1,632
"navigation",6,2917
"navigator",2,2184
"navigators",1,225
"navy",37,8936
"Navy's",12,367
"nay",2,3176
"Nazarene",1,654
"Nazi",13,9203
"Naziism",NA,130
"Nazis",12,5825
"Nazism",1,810
"Neal",4,4218
"models",47,28421
"moderate",22,7655
"moderately",6,2486
"moderates",4,545
"moderating",1,1096
"moderation",3,4731
"moderator",4,10993
"modern",198,35406
"modernism",2,258
"modernist",NA,171
"modernists",2,55
"modernity",6,177
"modernization",13,440
"modernistic",1,14
"modernize",1,226
"modernized",3,168
"modernizing",4,109
"moderns",3,147
"modes",8,10811
"modest",29,3400
"modestly",3,330
"modesty",4,669
"modification",4,5537
"modifications",6,5400
"modified",13,29649
"modifier",5,1265
"modifiers",2,829
"modifies",2,556
"modify",6,10387
"modifying",4,2653
"modular",4,2006
"modulate",NA,273
"modulated",1,545
"molds",7,812
"modulation",4,1876
"modulations",1,80
"module",NA,15712
"modules",1,10668
"mogul",NA,488
"mohair",NA,90
"Mohammad",1,1235
"Mohammed",1,1608
"moire",1,230
"moist",11,1791
"moisten",2,161
"moistened",2,215
"moistening",1,67
"moisture",10,2339
"moisturize",NA,20
"molal",2,4
"molar",1,522
"molars",1,148
"molasses",1,550
"mold",45,3748
"molded",12,1016
"molding",15,691
"mole",4,1536
"molecular",17,5871
"molecule",6,1368
"molecules",8,2550
"molehill",NA,107
"moleskin",NA,32
"molest",1,376
"molestation",NA,770
"molesting",1,412
"moll",5,386
"mollified",1,46
"mollify",2,39
"mollusc",NA,66
"mollusks",1,32
"Molly",5,1803
"mollycoddle",1,17
"Molly's",2,242
"Molotov",7,158
"molten",3,638
"mom",3,15795
"moment",246,43625
"momentary",6,707
"momentarily",5,1134
"momentous",8,252
"moments",50,7720
"moment's",5,406
"momentum",14,5271
"momma",2,2218
"mommy",1,3767
"mommy's",1,415
"mom's",1,1645
"monarch",3,910
"monarchist",NA,118
"monarchy",NA,1168
"monasteries",2,300
"monastery",NA,714
"monastic",7,207
"monasticism",1,27
"monaural",1,53
"Monday",68,20612
"Mondays",1,845
"Monday's",3,505
"Monet",3,470
"monetary",9,4496
"money",265,209588
"moneybags",NA,18
"moneybox",NA,2
"moneychanger",NA,626
"moneyed",1,105
"moneylender",NA,6
"moneyless",NA,11
"moneymaker",NA,67
"moneymaking",1,171
"moneys",2,269
"money's",2,635
"monger",NA,221
"Mongol",NA,575
"Mongolia",1,931
"Mongolia's",1,8
"mongoose",NA,363
"mongrel",NA,142
"Monica",2,4352
"monitor",3,45909
"monitored",1,1864
"monitoring",13,8859
"monitors",2,11804
"monk",16,3775
"monkey",9,4882
"monkeys",1,2467
"monkish",1,15
"monks",10,2110
"mono",NA,7152
"monochrome",NA,2791
"monochromes",1,11
"monocle",NA,354
"monogamist",NA,19
"monogamous",1,1062
"monogamy",1,630
"monogram",NA,295
"monograph",1,476
"monographs",1,325
"monolith",1,5887
"monologist",1,7
"monologue",3,650
"monomer",2,29
"monolithic",1,996
"monolithically",1,13
"mononucleosis",NA,63
"monophonic",1,87
"monopolies",5,1059
"monopolistic",2,281
"monopolists",1,43
"monopolization",1,52
"monopolize",4,263
"monopoly",14,4878
"monorail",NA,510
"monosyllabic",NA,55
"monosyllable",1,11
"monosyllables",2,9
"monotheism",NA,208
"monotone",3,196
"monotonous",8,359
"monotony",7,130
"monoxide",NA,490
"Monroe",12,2302
"Monsieur",12,522
"monsignor",NA,111
"monsoon",3,603
"monster",6,15607
"monsters",3,6376
"monstrosity",3,311
"monstrous",13,920
"montage",NA,475
"Montana",2,5474
"monte",5,2406
"Monterey",1,1919
"Montgomery",16,3445
"Montgomery's",2,39
"month",130,76300
"monthly",23,24699
"months",189,100610
"month's",2,2310
"Monticello",3,291
"Montpelier",7,94
"Montreal",4,11721
"monument",21,1488
"monumental",5,668
"monumentality",1,2
"monumentally",1,63
"monuments",8,785
"moo",NA,2182
"mooch",NA,75
"moocow",NA,13
"mood",37,7396
"moodily",1,13
"moods",8,746
"moody",5,1563
"mooed",1,8
"moon",60,30689
"moonbeam",NA,97
"moonless",NA,49
"moonlight",13,1138
"moonlike",1,1
"moonlit",2,184
"moons",3,1494
"moon's",2,553
"moonshine",NA,230
"moonstone",NA,72
"moonstruck",NA,38
"moony",NA,15
"Moor",NA,608
"Moore",24,12216
"moored",2,61
"Moore's",2,448
"mooring",1,135
"Moorish",2,2835
"moorland",NA,13
"Moors",2,315
"moos",3,250
"moose",NA,3475
"moot",1,2408
"mop",3,723
"mope",NA,95
"moped",NA,90
"mopped",4,80
"moppet",NA,15
"mopping",3,720
"mops",1,266
"moral",142,21254
"morale",17,3105
"moralist",2,72
"moralistic",1,160
"moralities",1,115
"morality",29,6231
"moralize",NA,31
"morally",7,3677
"morals",7,2905
"morass",1,250
"moratorium",1,524
"morbid",1,759
"morbidity",NA,374
"more",2216,1076711
"morel",1,160
"moreover",88,7313
"mores",7,504
"more's",7,166
"Morgan",72,9263
"Morgan's",6,319
"morgue",1,444
"moribund",NA,121
"Mormon",2,2088
"Mormonism",NA,236
"morn",NA,357
"morning",211,36262
"mornings",10,1547
"morning's",2,353
"Moroccan",3,237
"Morocco",5,991
"moron",NA,4610
"morose",2,104
"morosely",2,12
"morpheme",NA,20
"morphemic",1,4
"Morpheus",NA,557
"morphine",1,638
"morphological",5,306
"morphology",2,512
"Morris",21,9256
"morrow",2,1739
"Morse",29,2301
"morsel",3,164
"morsels",1,93
"mortal",10,5720
"mortality",9,2375
"mortally",1,181
"mortals",2,1295
"mortar",11,673
"mortarboard",NA,5
"mortared",2,13
"mortaring",1,2
"mortars",2,226
"mortgage",17,4758
"mortgages",5,707
"mortician",NA,74
"morticians",1,34
"mortification",1,148
"mortify",NA,17
"Morton",15,2107
"Morton's",1,117
"mortuary",NA,103
"mosaic",4,15261
"mosaics",1,131
"Moscow",47,6706
"Moscow's",4,269
"Moses",9,4206
"mosey",NA,61
"Moslem",3,1554
"Moslems",1,916
"mosque",10,1787
"mosques",2,584
"mosquito",1,812
"mosquitoes",1,1560
"moss",9,3715
"mossy",NA,81
"most",1160,495365
"mostly",44,39190
"motel",24,1671
"motels",7,661
"moth",1,515
"mothball",NA,21
"mother",216,42113
"mothered",1,18
"motherhood",1,519
"motherland",1,711
"motherless",NA,38
"motherly",1,114
"mothers",25,6719
"mother's",36,5005
"mothproof",NA,3
"moths",2,393
"moth's",1,5
"motif",8,15926
"motifs",5,245
"motion",55,19183
"motional",1,36
"motioned",1,633
"motioning",2,106
"motionless",7,515
"motions",17,2356
"motivate",1,1043
"motivated",9,6282
"motivates",3,384
"motivating",3,589
"motivation",11,4988
"motivations",5,1600
"motive",22,2869
"motiveless",NA,2
"motives",20,3219
"motley",3,549
"motocross",NA,177
"motor",56,13981
"motorbike",NA,180
"motorboat",NA,44
"motorcade",NA,165
"motorcar",NA,20
"motorcycle",NA,3696
"motoring",1,281
"motorist",2,235
"motorists",5,552
"motorize",NA,11
"motors",50,4822
"motorway",NA,227
"mottle",NA,10
"mottled",3,191
"motto",4,2124
"mould",1,913
"mouldering",1,25
"moulding",1,274
"mound",11,1432
"mounded",2,18
"mounds",1,663
"mount",26,18145
"mountain",33,34727
"mountaineer",NA,99
"mountaineering",1,425
"mountainous",6,490
"mountainously",1,0
"mountains",43,9178
"mountainside",4,146
"mountainsides",1,45
"mountaintop",NA,90
"mounted",45,8934
"Mountie",NA,108
"mounting",11,4678
"mountings",1,65
"mounts",8,2063
"mourn",2,571
"mourned",2,129
"mourner",NA,28
"mourners",2,117
"mournful",1,135
"mournfully",1,44
"mourning",8,2042
"mouse",10,37838
"mousetrap",NA,213
"moussaka",NA,14
"mousse",NA,406
"moustache",1,457
"mousy",1,86
"mouth",103,34157
"mouthed",1,392
"migrated",2,1235
"migrates",1,79
"migrating",1,1157
"migration",5,3706
"migratory",3,199
"Miguel",2,3718
"Mike",91,82468
"Mike's",7,1488
"milady",NA,71
"Milan",1,2630
"mild",14,5333
"milder",3,350
"mildew",1,306
"mildly",7,1942
"mile",48,9657
"mileage",15,4430
"miler",NA,102
"miles",173,35566
"milestone",4,1075
"milestones",1,528
"milieu",4,497
"militancy",NA,130
"militant",8,1471
"militantly",1,56
"militarily",3,501
"militarism",3,163
"militarist",2,41
"militarist's",1,0
"militarization",NA,76
"militarize",NA,19
"military",212,47865
"militia",11,7003
"militiaman",NA,146
"milk",49,15195
"milkmaid",NA,16
"milkman",NA,137
"milks",2,104
"milkshake",NA,129
"milkweed",NA,54
"milky",2,871
"mill",11,4853
"millenium",1,2375
"millennia",3,488
"millennium",4,1811
"miller",22,19538
"Miller's",6,671
"milligram",5,56
"milligrams",21,246
"milliliter",2,53
"millimeter",3,349
"millinery",1,10
"milling",18,514
"million",204,55862
"millionaire",2,1092
"millionaires",1,736
"millionfold",NA,2
"millions",49,16751
"millionth",NA,220
"millipede",NA,164
"mills",32,4695
"millstone",1,2775
"millwheel",NA,0
"milt",2,816
"Milton",17,3629
"Miltonic",1,3
"Milton's",6,79
"Milwaukee",9,4826
"Milwaukee's",1,80
"mime",NA,9918
"mimeograph",NA,27
"mimesis",12,23
"mimetic",3,18
"mimic",NA,958
"mimicry",NA,75
"mimosa",NA,249
"minarets",4,33
"mince",1,276
"minced",6,775
"mincemeat",NA,95
"mincer",NA,30
"mincing",1,85
"mind",325,131156
"minded",3,4469
"minder",NA,357
"mindful",5,335
"mindless",3,2673
"minds",56,13940
"mind's",6,909
"mine",59,89230
"mined",3,437
"minefield",NA,220
"minelayer",NA,24
"miner",1,931
"mineral",12,2764
"mineralized",1,35
"mineralogies",1,1
"mineralogical",2,35
"mineralogist",NA,25
"mineralogy",5,79
"minerals",14,2403
"miners",5,915
"Minerva",2,376
"mines",28,5279
"minestrone",NA,34
"minesweeper",NA,256
"mingle",2,329
"mingled",8,310
"mingles",1,38
"mingling",1,229
"mini",NA,7238
"miniature",9,2249
"miniatures",1,1649
"minibus",NA,77
"minimal",27,9517
"minimally",1,550
"minimize",16,4355
"minimized",5,1203
"minimizes",1,455
"minimizing",3,803
"minimum",64,87433
"mining",12,3567
"minion",NA,2086
"miniscule",1,713
"minister",61,22530
"ministered",2,54
"ministerial",2,567
"ministers",12,3582
"minister's",1,574
"ministrations",2,188
"ministries",3,1025
"ministry",13,9402
"mink",5,582
"minks",1,251
"Minneapolis",9,6301
"Minnesota",13,9316
"Minnesota's",2,108
"Minnie",3,703
"minnow",NA,131
"minor",58,26175
"minorities",5,5989
"minority",20,13393
"minors",5,2861
"minotaur",NA,1968
"minstrel",2,223
"minstrels",1,67
"mint",7,84435
"minter",1,223
"minuet",2,677
"minus",8,4181
"minuscule",NA,246
"minute",53,29713
"minutely",1,85
"minuteman",3,189
"minutemen",5,297
"minutes",196,63627
"minute's",1,30
"minutiae",1,88
"minx",NA,145
"miracle",16,5864
"miracles",8,2502
"miraculous",4,980
"miraculously",3,533
"mirage",NA,1781
"mire",NA,427
"Miriam",30,889
"Miriam's",2,19
"mirror",27,27107
"mirrored",1,1950
"mirrors",4,8168
"mirth",2,375
"mirthless",1,11
"misadventure",NA,63
"misadvise",NA,10
"misalignment",2,137
"misalliance",NA,2
"misanthrope",1,150
"misanthropic",NA,83
"misanthropy",NA,56
"misapply",NA,14
"misbehave",NA,172
"misbranded",1,3
"misapplication",NA,97
"misapprehend",NA,14
"misappropriate",NA,10
"misapprehension",NA,139
"misbegotten",1,80
"misbehavior",3,211
"miscalculate",NA,8
"miscalculated",1,104
"miscalculation",2,112
"miscalculations",1,34
"miscall",NA,11
"miscarriage",NA,923
"miscarried",1,126
"miscarry",NA,70
"miscast",NA,59
"miscellaneous",10,6694
"miscellanies",1,3
"mischance",NA,3
"mischief",5,830
"mischievous",3,301
"misconceive",NA,6
"misconception",4,1330
"misconceptions",2,1127
"misconduct",NA,872
"misconstruction",1,28
"misconstructions",1,18
"misconstrue",NA,103
"misconstrued",2,281
"miscount",1,10
"miscreant",1,108
"miscreants",1,118
"miscue",NA,37
"misdate",NA,0
"misdeal",NA,12
"misdeed",NA,42
"misdeeds",5,294
"misdemeanor",2,563
"misdirect",NA,83
"misdoing",NA,0
"miser",NA,123
"misdirection",NA,469
"miserable",13,3228
"miserably",3,1135
"miseries",2,245
"misery",15,2895
"misfire",NA,191
"misfired",1,65
"misfit",NA,231
"misfortune",10,864
"misfortunes",1,167
"misgauged",1,5
"misgive",NA,0
"misgivings",5,249
"misgovern",NA,1
"misguide",NA,18
"misguided",2,1926
"mishandle",NA,19
"mishap",4,268
"mishear",NA,7
"mishmash",NA,96
"misinform",NA,87
"misinformation",1,2161
"misinterpret",2,401
"misinterpretation",1,468
"misinterpreted",2,977
"misjudge",NA,48
"misjudged",2,165
"mislay",NA,1
"mislead",NA,1165
"misleading",10,4837
"misleads",1,60
"misled",3,937
"mismanage",NA,21
"mismanaged",1,152
"mismatch",NA,1025
"misname",NA,7
"misnamed",1,222
"misnomer",1,536
"misogyny",NA,287
"misperceives",1,0
"misplace",NA,81
"misplaced",7,1504
"misogynist",1,282
"misplacing",1,52
"misprint",NA,624
"mispronounce",NA,66
"misquote",NA,350
"misquoted",1,531
"misread",NA,852
"misrelated",1,1
"mispronunciation",1,87
"misreport",NA,8
"misrepresent",NA,634
"misrepresentation",2,723
"misrepresentations",1,256
"misrepresenting",1,516
"misrepresents",2,152
"misrule",NA,47
"miss",258,30936
"missal",NA,14
"missed",40,27028
"misses",5,2384
"misshapen",2,84
"missile",48,5867
"missiles",32,4531
"missile's",1,31
"missing",33,36747
"mission",78,28847
"missionaries",10,1033
"missionary",17,1105
"missions",16,6941
"Mississippi",39,5134
"Mississippians",1,8
"Mississippi's",3,35
"missive",1,506
"Missouri",21,5604
"Missouri's",4,42
"misspell",NA,317
"misspend",NA,0
"misstate",NA,23
"misstep",2,47
"missus",NA,95
"missy",NA,719
"mist",14,3266
"mistakable",NA,1
"mistake",34,25420
"mistaken",17,7836
"mistakenly",3,1346
"mistakes",16,11325
"mistaking",2,411
"misted",1,63
"mister",10,2183
"mistime",NA,9
"mistletoe",NA,111
"mistook",1,334
"mistral",NA,203
"mistranslate",NA,11
"mistranslation",NA,91
"mistress",5,4949
"mistrial",2,38
"mistrust",4,485
"mistrusted",2,66
"mists",2,559
"misty",4,943
"misuse",5,2026
"misunderstand",1,1371
"misunderstanding",11,2792
"misunderstandings",1,926
"misunderstood",6,3105
"miswritten",1,0
"Mitch",2,2781
"Mitchell",26,9205
"Mitchell's",1,175
"mite",1,471
"miter",1,1046
"mitigate",1,412
"mitigates",2,61
"mitigating",2,237
"mitigation",1,229
"mitosis",NA,38
"mitre",1,1144
"mitt",NA,163
"mitten",NA,139
"mittens",2,267
"mix",13,19759
"mixed",37,15134
"mixer",2,2666
"mixers",1,430
"mixing",10,5272
"mixture",30,7659
"mixtures",4,770
"mnemonic",NA,498
"moan",1,2141
"moaned",2,2462
"moans",1,1144
"moat",NA,2286
"mob",10,7529
"mobile",44,9249
"mobility",8,1805
"mobilization",5,532
"mobilize",2,582
"mobilized",4,332
"mobilizing",3,218
"mobs",4,415
"mob's",1,27
"mobster",NA,125
"mobsters",1,132
"moccasin",1,51
"moccasins",2,82
"mocha",NA,261
"mock",8,1816
"mocked",3,384
"mockery",NA,837
"mocking",5,709
"mockingbird",NA,238
"mockingly",1,84
"modal",3,1348
"modality",1,265
"mode",21,65878
"model",77,66839
"modeled",3,1077
"modeling",1,8472
"meaningless",15,5617
"meanings",22,3328
"meanness",3,140
"means",310,130928
"meant",100,36601
"meantime",12,5417
"meanwhile",35,8437
"measles",2,1099
"measly",NA,570
"measurable",5,1054
"measurably",1,91
"measure",91,19777
"measured",66,8137
"measurement",34,6219
"measurements",54,4858
"measures",49,11173
"measuring",30,3995
"meat",45,14861
"meatball",NA,308
"meats",12,596
"meaty",1,341
"Mecca",1,931
"mechanic",5,2266
"mechanical",34,12185
"mechanically",4,910
"mechanics",19,10041
"mechanic's",1,67
"mechanism",28,13144
"mechanisms",18,5405
"mechanistic",1,321
"mechanization",4,82
"mechanize",NA,15
"mechanized",5,279
"medal",7,3315
"medallion",NA,828
"medallions",1,115
"medallist",NA,26
"medals",4,841
"meddle",1,571
"meddlesome",NA,36
"meddling",4,621
"media",13,58004
"medial",NA,167
"median",1,1803
"mediate",NA,299
"mediating",1,183
"mediation",NA,880
"mediator",NA,695
"medic",NA,1601
"medical",162,53004
"medically",2,862
"Medicare",NA,3277
"medicate",NA,83
"medication",2,3624
"medicinal",1,904
"medicine",30,19795
"medicines",5,1198
"medics",1,390
"medieval",18,4207
"mediocre",5,2673
"mediocrities",1,25
"mediocrity",1,640
"meditate",1,802
"meditated",1,225
"meditating",2,491
"meditation",2,5031
"meditations",4,364
"meditative",2,311
"medium",45,19072
"mediums",4,488
"medium's",2,254
"Mediterranean",7,1756
"medley",1,948
"meek",10,1498
"meeker",10,119
"meekest",1,13
"meekly",2,234
"meet",148,48215
"meeting",159,37663
"meetinghouse",NA,5
"meetings",28,11848
"meets",36,9004
"Meg",2,25782
"megadeath",NA,59
"megahertz",NA,927
"megalith",NA,26
"megalomania",1,158
"megalomaniac",NA,157
"megaphone",NA,288
"megaton",2,201
"megatons",10,68
"megawatt",2,159
"meiosis",NA,47
"Mel",8,4105
"melancholy",9,367
"melange",1,189
"Melbourne",1,5821
"meld",1,629
"melee",3,1257
"meliorate",NA,0
"Melissa",3,4561
"mellow",1,1758
"mellowed",2,186
"melodic",5,1048
"melodically",1,44
"melodies",10,1033
"melodious",4,126
"melodrama",3,269
"melodramatic",4,294
"melody",21,2693
"melon",1,759
"melt",4,2781
"melted",9,1918
"melting",22,2448
"member",137,63948
"members",325,78648
"membership",73,19118
"memberships",2,1345
"membrane",6,1781
"memento",1,131
"mementoes",1,6
"mementos",1,26
"memo",1,3321
"memoir",2,365
"memoirs",4,738
"memorabilia",2,1260
"memorable",11,1954
"memoranda",1,123
"memorandum",3,1123
"memorial",23,4749
"memorialize",NA,32
"memorialized",1,27
"memorials",3,95
"memories",15,8760
"memorization",1,317
"memorize",3,1122
"memorized",3,835
"memorizing",2,315
"memory",76,114930
"memos",1,532
"Memphis",8,4487
"men",763,98321
"menace",9,1308
"menaced",2,46
"menacing",4,456
"menagerie",1,311
"menarche",3,23
"mend",2,357
"mendacious",1,61
"mendacity",NA,62
"mended",1,120
