"POS","ID","PosScore","NegScore","SynsetTerms"
"v",467451,0,0,"integrate"
"v",467717,0,0.375,"standardize standardise"
"v",468116,0,0,"gauge"
"v",468236,0,0,"renormalize renormalise normalize normalise"
"v",468583,0,0,"normalize normalise"
"v",468791,0,0,"reorient"
"v",469030,0,0,"morph"
"v",469187,0,0,"morph"
"v",469382,0,0,"wear_thin wear_out wear_off wear_down wear"
"v",469637,0,0.5,"wilt droop"
"v",469794,0,0.125,"wilt"
"v",469904,0,0,"neutralize neutralise"
"v",470084,0.125,0.125,"nullify neutralize neutralise negate"
"v",470386,0,0,"market commercialize commercialise"
"v",470701,0,0,"wipe_out extinguish eradicate eliminate decimate carry_off annihilate"
"v",471058,0,0,"decimate"
"v",471196,0,0,"wipe_out cancel_out"
"v",471423,0,0,"decouple"
"v",471576,0,0,"decouple"
"v",471711,0,0,"get_rid_of extinguish eliminate do_away_with"
"v",472230,0.125,0.5,"obliterate"
"v",472426,0,0,"knock_out"
"v",472532,0,0,"drown"
"v",472671,0,0,"cut_out"
"v",472871,0,0,"excise"
"v",473003,0.625,0,"sparkle scintillate coruscate"
"v",473322,0,0,"rationalize rationalise prune cut3"
"v",473572,0,0,"perfect hone"
"v",473799,0,0,"round_off round polish_up polish brush_up"
"v",474017,0.125,0,"refine polish fine-tune down"
"v",474308,0.25,0.25,"overrefine over-refine"
"v",474492,0,0,"refine rectify"
"v",474762,0,0,"refine"
"v",474994,0,0,"precipitate"
"v",475183,0,0,"sublimate purify make_pure distill"
"v",475647,0.125,0.125,"purge"
"v",475819,0.5,0,"sanctify purify purge"
"v",476133,0.75,0,"purify"
"v",476313,0,0,"spiritualize spiritualise"
"v",476538,0,0,"lustrate"
"v",476744,0.125,0,"strain distort deform"
"v",476965,0,0,"draw1"
"v",477107,0.125,0,"jaundice"
"v",477247,0,0,"blow"
"v",477382,0,0,"block5"
"v",477528,0,0,"block4"
"v",477665,0,0.125,"deform"
"v",477828,0,0,"cup"
"v",477941,0,0.375,"vitiate spoil mar impair deflower"
"v",478217,0,0,"snuff_out extinguish"
"v",478488,0,0,"stamp"
"v",478682,0,0.125,"stub_out press_out extinguish crush_out"
"v",478830,0,0,"wipe_out obliterate kill2"
"v",479060,0,0,"drown"
"v",479176,0,0,"slaughter mow_down massacre"
"v",479391,0,0,"wipe_out erase"
"v",479598,0,0,"mechanize mechanise"
"v",479817,0,0,"dehumanize dehumanise"
"v",479932,0,0,"automatize automatise automate"
"v",480221,0,0,"automatize automatise"
"v",480396,0,0,"semi-automatize semi-automatise"
"v",480569,0,0,"mechanize mechanise"
"v",480751,0,0,"motorize motorise mechanize mechanise"
"v",480969,0,0,"systemize systemise systematize systematise"
"v",481391,0,0,"digest"
"v",481555,0,0,"digest"
"v",481739,0,0,"codify"
"v",481941,0,0,"settle0 nail_down finalize finalise"
"v",482180,0.125,0,"harmonize harmonise chord"
"v",482473,0,0,"reconcile harmonize harmonise"
"v",482749,0,0,"key"
"v",482893,0.125,0,"reconcile conciliate accommodate"
"v",483181,0,0,"harmonize harmonise"
"v",483466,0.25,0,"proportion"
"v",483656,0,0,"key"
"v",483801,0,0,"cut_up compartmentalize compartmentalise"
"v",484166,0,0,"finish complete"
"v",484712,0,0,"top_off top0"
"v",484892,0,0,"wrap_up polish_off mop_up get_through finish_up finish_off clear_up"
"v",485147,0,0,"see_through"
"v",485274,0,0,"round_out finish_out"
"v",485435,0,0,"cap_off"
"v",485609,0,0,"culminate climax"
"v",485891,0,0,"top crown"
"v",486018,0,0,"put_through implement go_through follow_up follow_through follow_out carry_out"
"v",486557,0,0,"adhere"
"v",486703,0,0,"settle_on fixate"
"v",486850,0,0,"glue"
"v",486998,0,0.25,"fixate fix"
"v",487182,0,0,"polarize polarise"
"v",487350,0,0,"polarize polarise"
"v",487554,0.125,0,"polarize polarise"
"v",487748,0,0.375,"stretch load dilute debase adulterate"
"v",488175,0,0,"water_down"
"v",488301,0,0,"water_down"
"v",488430,0,0.125,"sophisticate doctor_up doctor"
"v",488617,0,0,"strip leach"
"v",488770,0,0,"ventilate vent air_out air"
"v",489029,0,0,"air"
"v",489145,0,0,"linearize linearise"
"v",489299,0,0.125,"glorify"
"v",489496,0.5,0.125,"glorify"
"v",489699,0,0,"justify"
"v",489837,0,0,"quantify measure"
"v",490285,0.25,0.125,"gauge"
"v",490428,0,0,"scale"
"v",490586,0,0,"meter"
"v",490722,0,0,"step pace"
"v",490968,0,0,"time clock"
"v",491313,0,0,"mistime"
"v",491456,0,0,"regress"
"v",491551,0,0,"click_off"
"v",491689,0,0,"sound fathom"
"v",491910,0,0,"titrate"
"v",492095,0,0,"quantify"
"v",492225,0,0.875,"foul"
"v",492310,0,0.25,"foul"
"v",492410,0,0,"maculate foul defile befoul"
"v",492706,0,0,"pollute foul contaminate"
"v",493052,0.125,0,"decontaminate"
"v",493259,0,0,"contaminate"
"v",493517,0,0,"debase alloy"
"v",493703,0,0.375,"devalue"
"v",493929,0,0,"devalue devaluate"
"v",494103,0,0,"demonetize demonetise"
"v",494269,0,0,"isolate insulate"
"v",494613,0,0,"segregate"
"v",494880,0,0,"ghettoize ghettoise"
"v",495038,0,0.125,"insulate"
"v",495336,0,0,"weatherstrip"
"v",495505,0,0,"soundproof"
"v",495636,0,0,"cloister"
"v",495808,0,0,"set_apart sequestrate sequester keep_apart isolate"
"v",495998,0,0,"withdraw sequestrate sequester seclude"
"v",496266,0,0,"quarantine"
"v",496489,0,0,"maroon"
"v",496673,0,0.25,"let"
"v",496770,0,0,"isolate"
"v",496956,0,0,"preisolate"
"v",497061,0,0,"supercharge boost advance"
"v",497219,0,0.125,"ammonify"
"v",497391,0,0,"thoriate"
"v",497555,0,0,"stuff"
"v",497705,0.25,0,"saturate impregnate"
"v",498016,0.125,0,"charge5"
"v",498163,0,0,"imbrue drench"
"v",498299,0.375,0.25,"tincture instill infuse impregnate"
"v",498530,0,0,"calcify"
"v",498662,0,0,"calcify"
"v",498836,0,0,"coke"
"v",498988,0,0.25,"calcify"
"v",499162,0,0,"decalcify"
"v",499304,0,0,"decalcify"
"v",499422,0,0,"carnify"
"v",499512,0,0,"chondrify"
"v",499642,0,0,"citify"
"v",499812,0,0,"urbanize urbanise"
"v",500055,0,0,"urbanize urbanise"
"v",500356,0,0,"industrialize industrialise"
"v",500638,0,0,"emulsify"
"v",500834,0,0,"emulsify"
"v",501048,0,0,"demulsify"
"v",501159,0,0,"demulsify"
"v",501288,0.5,0,"denazify"
"v",501534,0,0,"decarboxylate"
"v",501718,0,0,"decarboxylate"
"v",501896,0,0.75,"cleanse"
"v",502085,0,0,"nazify"
"v",502332,0,0,"denitrify"
"v",502478,0,0.125,"nitrify"
"v",502623,0,0,"dung"
"v",502757,0,0,"fertilize fertilise feed1"
"v",503058,0,0,"topdress"
"v",503164,0,0,"stimulate excite"
"v",503569,0,0,"innervate"
"v",503715,0,0,"irritate"
"v",504019,0,0.25,"vellicate pinch"
"v",504270,0.125,0,"fertilize fertilise fecundate"
"v",504464,0,0,"federalize federalise"
"v",504676,0,0,"nitrogenize nitrogenise nitrify"
"v",504901,0,0,"nitrify"
"v",505151,0,0,"clarify"
"v",505349,0,0,"detoxify detoxicate"
"v",505512,0,0,"devitrify"
"v",505620,0,0,"embrittle"
"v",505717,0,0,"devitrify"
"v",505802,0,0,"wire electrify"
"v",506040,0,0,"electrify"
"v",506225,0,0,"esterify"
"v",506377,0,0,"etherify"
"v",506539,0.25,0,"fructify"
"v",506672,0.5,0,"fructify"
"v",506827,0,0,"interstratify"
"v",506952,0,0,"stratify"
"v",507143,0,0,"jelly jellify"
"v",507331,0,0,"jellify"
"v",507485,0,0,"petrify lapidify"
"v",507664,0,0,"fossilize fossilise"
"v",507913,0,0,"dot"
"v",508032,0,0,"mark"
"v",508645,0,0,"stigmatize stigmatise"
"v",508844,0,0,"raddle"
"v",508933,0,0,"striate"
"v",509100,0,0,"ink"
"v",509228,0,0,"red-ink"
"v",509349,0,0,"reline"
"v",509449,0,0,"dimple"
"v",509607,0.125,0,"spot"
"v",509857,0,0,"freckle"
"v",509958,0,0.625,"spot"
"v",510116,0,0,"freckle"
"v",510234,0,0.5,"fox"
"v",510364,0,0,"mottle dapple cloud"
"v",510576,0,0,"harlequin"
"v",510713,0,0,"crisscross"
"v",510869,0,0,"star asterisk"
"v",511040,0,0,"flag"
"v",511178,0,0,"tip"
"v",511318,0,0,"nick"
"v",511430,0,0,"tan"
"v",511636,0,0,"dress3"
"v",511763,0,0,"bark"
"v",511855,0,0,"suds spume froth"
"v",512043,0,0,"lather"
"v",512186,0,0.375,"incapacitate disenable disable"
"v",512482,0,0.25,"lay_up"
"v",512640,0,0.125,"nobble"
"v",512749,0,0,"pinion"
"v",512877,0.375,0,"enable"
"v",513177,0,0,"equip"
"v",513344,0,0,"buffer"
"v",513492,0.625,0.125,"play_down downplay background"
"v",513757,0,0,"pick_up0"
"v",513936,0,0.625,"wave_off"
"v",514069,0,0,"spotlight play_up highlight foreground"
"v",514463,0,0,"set_off bring_out"
"v",514730,0.375,0,"destress de-emphasize de-emphasise"
"v",514871,0,0,"tenderize tenderise tender"
"v",515154,0,0,"treat process"
"v",516142,0,0,"reverberate"
"v",516294,0,0.125,"curry"
"v",516425,0,0,"seed"
"v",516584,0,0,"dose"
"v",516747,0,0,"sulphur sulfur"
"v",516932,0,0,"vulcanize vulcanise"
"v",517128,0,0.125,"chrome"
"v",517240,0,0.25,"bituminize bituminise"
"v",517365,0,0,"agenize agenise"
"v",517529,0,0,"run5"
"v",517684,0,0,"rerun"
"v",517847,0,0,"charge4"
"v",518115,0,0,"charge3"
"v",518288,0,0,"recharge"
"v",518395,0.375,0,"facilitate ease alleviate"
"v",518653,0.125,0,"mystify"
"v",518852,0.125,0,"demystify"
"v",519056,0,0,"bubble"
"v",519229,0,0,"bubble"
"v",519363,0,0,"sparkle froth form_bubbles foam fizz effervesce"
"v",519751,0,0,"seethe"
"v",519854,0.5,0,"sweeten"
"v",520019,0,0.375,"interrupt disturb"
"v",520194,0,0,"cut_in"
"v",520357,0,0.25,"interrupt disrupt"
"v",520602,0,0,"cut_short"
"v",520760,0,0,"de-ionate"
"v",520881,0,0,"iodinate"
"v",521033,0,0,"de-iodinate"
"v",521185,0,0,"ionate"
"v",521296,0,0.125,"upset"
"v",521478,0,0,"green"
"v",521641,0,0,"blue"
"v",521748,0,0,"thrombose"
"v",521874,0,0,"diagonalize diagonalise"
"v",522068,0,0,"archaize archaise"
"v",522282,0.125,0,"take_effect"
"v",522441,0,0,"translate"
"v",522613,0,0,"inform"
"v",522751,0,0,"receive obtain incur get find2"
"v",523095,0,0,"take4"
"v",523304,0,0,"officialize officialise"
"v",523436,0,0,"marbleize marbleise"
"v",523645,0,0,"westernize westernise occidentalize occidentalise"
"v",523895,0,0,"orientalize orientalise"
"v",524083,0,0,"acetylize acetylise acetylate"
"v",524299,0,0,"acetylize acetylise acetylate"
"v",524530,0,0,"achromatize achromatise"
"v",524682,0,0,"take_on take assume adopt acquire"
"v",525027,0,0,"re-assume"
"v",525164,0.125,0.125,"prim"
"v",525281,0,0,"parallel collimate"
"v",525446,0,0,"ritualize ritualise"
"v",525674,0,0,"brominate bromate"
"v",525805,0.5,0.125,"camp"
"v",525932,0.125,0.25,"capacitate"
"v",526081,0,0.125,"carboxylate"
"v",526229,0,0.375,"caseate"
"v",526339,0,0,"caseate"
"v",526441,0,0,"hack_on hack"
"v",526643,0.25,0,"classicize classicise"
"v",526749,0,0,"clinker"
"v",526895,0,0,"clinker"
"v",527034,0,0,"cloture closure"
"v",527232,0,0,"compost"
"v",527367,0,0,"conventionalize conventionalise"
"v",527572,0,0,"cure"
"v",527801,0,0,"cure"
"v",527935,0,0,"cure"
"v",528115,0.375,0,"dun"
"v",528225,0,0,"corn"
"v",528339,0,0,"recuperate recover go_back"
"v",528608,0,0,"rebound rally"
"v",528836,0,0,"dawn"
"v",528990,0,0,"issue go_forth emerge egress come_out come_forth"
"v",529411,0,0,"pop_out"
"v",529582,0,0,"radiate"
"v",529759,0,0,"leak"
"v",530017,0,0,"escape"
"v",530177,0,0,"fall8"
"v",530291,0,0,"debouch"
"v",530442,0,0,"decoke decarburize decarburise decarbonize decarbonise"
"v",530592,0,0,"decimalize decimalise"
"v",530829,0,0,"decimalize decimalise"
"v",531068,0,0,"declutch"
"v",531163,0.75,0,"delouse"
"v",531302,0,0,"desolate depopulate"
"v",531489,0,0,"lower lour"
"v",531644,0,0,"derate"
"v",531769,0,0,"salinate"
"v",531904,0,0,"desalt desalinize desalinise desalinate"
"v",532115,0,0,"take_away detract"
"v",532328,0,0,"dizzy"
"v",532429,0,0.125,"poison envenom"
"v",532607,0,0,"objectify externalize externalise exteriorize exteriorise"
"v",532886,0.25,0,"glamourize glamourise glamorize glamorise"
"v",533185,0,0.125,"sentimentalize sentimentalise"
"v",533403,0.125,0,"sole resole"
"v",533527,0,0,"vamp revamp"
"v",533671,0,0,"reheel heel"
"v",533773,0,0,"honeycomb"
"v",533897,0,0,"introvert"
"v",534094,0,0,"laicize laicise"
"v",534222,0,0,"politicize politicise"
"v",534369,0,0,"radicalize"
"v",534545,0,0,"proof"
"v",534680,0,0,"romanticize romanticise"
"v",534837,0,0,"redden"
"v",535061,0,0,"encrimson"
"v",535148,0,0,"vermilion"
"v",535256,0,0,"carmine"
"v",535360,0,0,"rubify"
"v",535481,0,0,"rubric"
"v",535570,0,0,"ruddle"
"v",535669,0,0.25,"rusticate"
"v",535844,0.125,0,"sauce"
"v",535988,0,0,"shoal shallow"
"v",536143,0,0,"shoal shallow"
"v",536304,0,0.125,"tense"
"v",536535,0,0,"slack"
"v",536678,0,0,"steepen"
"v",536807,0,0,"steepen"
"v",536921,0.375,0.25,"superannuate"
"v",537050,0,0.375,"superannuate"
"v",537153,0,0,"ulcerate"
"v",537316,0,0,"scramble"
"v",537494,0,0,"unscramble"
"v",537632,0,0,"unsex"
"v",537759,0,0,"vitrify"
"v",537892,0,0,"vitrify"
"v",538043,0,0,"vulcanize vulcanise"
"v",538199,0.5,0,"pall dull"
"v",538323,0,0,"pall die become_flat"
"v",538454,0,0,"pall"
"v",538571,0,0,"saponify"
"v",538852,0,0.25,"saponify"
"v",539110,0,0,"run8 move3 go4"
"v",539338,0,0,"settle"
"v",539546,0,0,"lead_up initiate"
"v",539770,0,0,"crack break_through"
"v",539936,0,0,"open_up open"
"v",540101,0,0,"open_up open"
"v",540235,0,0,"widen extend broaden"
"v",540624,0,0,"territorialize territorialise"
"v",540739,0,0,"globalize globalise"
"v",540946,0.25,0,"extend expand"
"v",541163,0,0,"expand"
"v",541417,0,0,"ream"
"v",541551,0,0,"ream"
"v",541746,0,0,"stretch"
"v",541953,0.25,0.25,"emasculate castrate"
"v",542120,0,0,"come"
"v",542533,0.375,0,"wash_out"
"v",542668,0,0,"suspend set_aside"
"v",542809,0,0,"dress_out dress"
"v",543016,0,0,"catch2"
"v",543161,0.25,0,"bring_home"
"v",543287,0,0,"catch_on"
"v",543410,0,0,"grow develop4"
"v",543745,0,0,"outgrow"
"v",543918,0,0,"muddy"
"v",544011,0,0,"transform"
"v",544136,0,0,"broil bake"
"v",544280,0,0,"reheat"
"v",544404,0,0.125,"poach"
"v",544549,0.375,0,"raise2 lift0 elevate"
"v",544790,0,0,"dignify"
"v",544936,0.375,0.25,"exalt"
"v",545140,0.125,0,"deify"
"v",545292,0,0,"fly"
"v",545422,0,0,"harshen"
"v",545557,0.25,0,"evolve develop acquire"
"v",545953,0,0,"make7"
"v",546080,0,0,"flow_out effuse"
"v",546192,0,0,"emanate"
"v",546398,0,0,"whiteout white-out"
"v",546528,0,0.25,"dinge"
"v",546609,0,0,"dinge batter"
"v",546729,0,0,"crescendo"
"v",546873,0,0.25,"decrescendo"
"v",547022,0.125,0,"assibilate"
"v",547221,0,0,"smoothen"
"v",547300,0,0,"demonize demonise"
"v",547493,0.125,0.125,"diabolize diabolise devilize devilise"
"v",547706,0,0,"etherialise etherealize"
"v",547802,0,0,"unsubstantialize unsubstantialise immaterialize immaterialise"
"v",547995,0,0,"animize animise animate"
"v",548153,0.5,0,"return come_back"
"v",548266,0,0.125,"push_through erupt come_out1 break_through"
"v",548479,0,0.25,"turn_on"
"v",548616,0,0,"drop0"
"v",548750,0,0.125,"mutilate murder mangle"
"v",548913,0,0,"shift"
"v",549063,0,0,"run4"
"v",549217,0,0,"clear0"
"v",549396,0,0,"break_into"
"v",549552,0,0,"save make_unnecessary"
"v",549771,0,0,"turn_to"
"v",549982,0.125,0,"raise5 lift"
"v",550117,0,0,"switch shift3 change"
"v",550546,0,0,"transition"
"v",550823,0,0,"transition"
"v",551065,0,0,"shift2"
"v",551210,0.125,0,"deepen change"
"v",551412,0.375,0,"break2"
"v",551611,0,0,"surf channel-surf"
"v",551718,0,0,"dynamize dynamise"
"v",551840,0,0,"dynamize dynamise"
"v",552006,0,0,"concretize concretise"
"v",552138,0.125,0,"subtilize sublimate rarefy"
"v",552253,0,0,"volatilize volatilise"
"v",552458,0,0,"uniformize uniformise"
"v",552619,0,0,"symmetrize symmetrise"
"v",552815,0,0,"decay"
"v",553053,0,0,"deliquesce"
"v",553208,0,0,"immortalize immortalise eternize eternise eternalize eternalise"
"v",553407,0,0,"transpose commute"
"v",553616,0,0,"syncretize syncretise"
"v",553727,0,0,"denature"
"v",553874,0,0,"denature"
"v",554110,0,0,"denature"
"v",554298,0,0.25,"disrupt"
"v",554468,0,0.125,"sanitize sanitise"
"v",554729,0,0,"verbify"
"v",554894,0,0,"introject"
"v",555084,0,0,"swell"
"v",555240,0,0,"transpose transplant transfer"
"v",555447,0,0,"shift"
"v",555654,0.375,0.125,"shift"
"v",555780,0,0,"brush"
"v",556001,0,0,"sputter"
"v",556193,0,0,"mix"
"v",556389,0,0,"transcribe"
"v",556593,0,0,"draw6"
"v",556855,0,0,"make8"
"v",557022,0,0,"dope"
"v",557216,0.5,0.25,"swing"
"v",557404,0,0.5,"take9"
"v",557537,0,0,"raise4"
"v",557686,0,0,"wash_out wash_off wash_away wash"
"v",558061,0.125,0.125,"lull calm_down"
"v",558219,0,0.125,"prostrate"
"v",558371,0.125,0,"advance"
"v",558536,0,0,"break6"
"v",558673,0,0,"settle"
"v",558963,0,0,"excite"
"v",559102,0,0,"excite energize energise"
"v",559390,0,0.375,"crush"
"v",559556,0,0,"shake"
"v",559754,0,0.25,"outmode"
"v",559919,0,0,"spice_up spice"
"v",560122,0.25,0,"salt"
"v",560247,0,0.125,"run_out give_out fail0"
"v",560391,0,0,"leap jump4"
"v",560628,0,0,"back"
"v",560764,0,0,"veer"
"v",560893,0,0.125,"shorten"
"v",561090,0.125,0,"cut2"
"v",561266,0.125,0,"fall7"
"v",561375,0,0.25,"fall6"
"v",561571,0,0,"run_out"
"v",561714,0,0,"run_out"
"v",561887,0,0,"think3"
"v",562067,0.25,0,"make6"
"v",562182,0.25,0.375,"make5"
"v",562303,0.125,0,"deflate"
"v",562523,0,0,"inflate"
"v",562720,0,0,"deflate"
"v",562882,0,0,"inflate"
"v",563100,0,0,"reflate"
"v",563360,0,0,"reflate"
"v",563552,0.25,0,"initialize initialise format"
"v",563824,0,0,"digitize digitise digitalize digitalise"
"v",564151,0,0,"hydrolyze hydrolyse"
"v",564300,0,0,"hydrolize hydrolise"
"v",564514,0,0,"saccharify"
"v",564695,0,0,"fold_up fold"
"v",564857,0,0.125,"wrinkle rumple crumple crinkle crease"
"v",565081,0,0,"gelatinize gelatinise"
"v",565279,0,0,"gelatinize gelatinise"
"v",565481,0,0,"gelatinize"
"v",565592,0,0,"matte_up matte matt-up mat_up mat felt_up felt"
"v",565858,0,0,"recombine"
"v",566024,0,0,"recombine"
"v",566181,0,0,"float"
"v",566322,0.5,0,"womanize feminize feminise effeminize effeminise"
"v",566569,0,0,"virilize virilise masculinize masculinise"
"v",566895,0,0,"masculinize"
"v",567099,0,0,"feminize feminise"
"v",567291,0,0,"bind"
"v",567484,0,0,"ligate"
"v",567604,0,0.25,"dissonate disharmonize"
"v",567775,0,0,"obsolesce"
"v",567971,0,0,"sexualize sexualise"
"v",568234,0,0,"schematize schematise"
"v",568483,0,0,"patent"
"v",568661,0,0,"constitutionalize constitutionalise"
"v",568879,0,0,"rationalize rationalise"
"v",569087,0,0,"stalinize stalinise"
"v",569318,0,0.375,"destalinize destalinise"
"v",569556,0,0,"plasticize plasticise"
"v",569741,0,0,"plasticize plasticise"
"v",569870,0,0,"scrap"
"v",570003,0,0,"desorb"
"v",570205,0,0,"desorb"
"v",570383,0,0,"rarefy"
"v",570524,0,0,"deepen"
"v",570694,0,0,"recede"
"v",570907,0,0.25,"ebb"
"v",571061,0,0,"take_away remove"
"v",571273,0,0,"wash_away"
"v",571390,0,0,"drift0"
"v",571596,0,0,"pull7"
"v",571738,0,0,"paganize paganise"
"v",571901,0.125,0,"defervesce"
"v",572021,0,0,"incandesce"
"v",572186,0.125,0,"incandesce"
"v",572362,0,0.125,"calcify"
"v",572502,0,0.125,"drift"
"v",572661,0,0,"leave_off"
"v",572788,0,0,"play_out"
"v",572940,0,0,"turn_down"
"v",573085,0,0.125,"damp"
"v",573247,0,0,"deaminize deaminate"
"v",573457,0,0,"angulate"
"v",573571,0,0,"circularize"
"v",573671,0,0,"sensitize sensitise"
"v",573932,0,0,"sensitize sensitise"
"v",574218,0,0,"conjugate"
"v",574341,0,0,"depolarize depolarise"
"v",574514,0,0,"demineralize demineralise"
"v",574735,0,0,"intensify"
"v",574996,0,0,"isomerize isomerise"
"v",575169,0,0,"isomerize isomerise"
"v",575359,0,0,"legitimate"
"v",575561,0,0,"eliminate"
"v",575720,0,0,"vaporise evaporate"
"v",575970,0,0,"vaporise evaporate"
"v",576228,0,0,"expectorate drive_out clear_out"
"v",576384,0,0,"indurate"
"v",576498,0,0,"gradate"
"v",576684,0.125,0.25,"keratinize keratinise"
"v",576860,0,0,"keratinize keratinise"
"v",576979,0,0,"industrialize industrialise"
"v",577170,0,0,"beneficiate"
"v",577330,0.125,0,"novate"
"v",577500,0.125,0.125,"opacify"
"v",577689,0,0,"opacify"
"v",577839,0.125,0,"opsonize"
"v",577998,0,0,"mature"
"v",578116,0,0,"militarize militarise"
"v",578295,0,0,"nationalize nationalise"
"v",578508,0,0,"popularize popularise"
"v",578733,0.375,0,"recommend"
"v",578862,0.125,0,"rejuvenate"
"v",578993,0,0.375,"ruin"
"v",579105,0.125,0,"sentimentalize sentimentalise"
"v",579367,0,0,"sequester"
"v",579565,0,0,"solemnize solemnise"
"v",579712,0,0.125,"subordinate subdue"
"v",579952,0,0,"territorialize territorialise"
"v",580142,0,0,"transaminate"
"v",580345,0,0,"transaminate"
"v",580512,0,0,"transfigure spiritualize glorify"
"v",580720,0.125,0,"unsanctify"
"v",580865,0,0.125,"vesiculate"
"v",581038,0,0.125,"vesiculate"
"v",581205,0,0,"visualize visualise"
"v",581355,0,0,"undulate"
"v",581509,0,0,"variegate"
"v",581671,0,0.125,"vascularize vascularise"
"v",581891,0,0,"ventilate"
"v",582145,0,0,"vivify"
"v",582318,0.25,0.125,"vulgarize vulgarise"
"v",582527,0,0.25,"scorch"
"v",582743,0,0,"singe sear scorch"
"v",582917,0,0,"supple"
"v",583064,0,0.375,"crash1"
"v",583242,0,0,"professionalize professionalise"
"v",583523,0,0,"professionalize professionalise"
"v",583759,0,0.25,"smut"
"v",583905,0,0.125,"still"
"v",583991,0.125,0,"upgrade"
"v",584220,0.25,0,"upgrade"
"v",584410,0,0,"shift1"
"v",584604,0,0,"roll_in"
"v",584810,0,0.375,"flip_out flip0"
"v",584954,0,0,"weaponize"
"v",585148,0.125,0.125,"deflagrate"
"v",585298,0,0,"diazotize"
"v",585405,0,0,"hay"
"v",585499,0,0,"lignify"
"v",585606,0,0,"mineralize"
"v",585705,0,0,"mineralize"
"v",585805,0,0,"ozonize ozonise"
"v",585907,0,0,"slag"
"v",585986,0,0,"sulfate"
"v",586073,0,0,"cutinize"
"v",586157,0,0,"duplex"
"v",586241,0,0,"sex_up eroticize"
"v",586387,0,0,"gum"
"v",586461,0,0,"piggyback"
"v",586598,0,0,"repress"
"v",586682,0,0.125,"downsize"
"v",586816,0,0,"downsize"
"v",586973,0,0.25,"subtract"
"v",587124,0,0,"shear"
"v",587268,0,0,"port"
"v",587390,0,0,"obscure"
"v",587522,0,0,"reduce5"
"v",587675,0,0,"carve_out"
"v",587849,0,0,"lifehack"
"v",587962,0,0.125,"cloud"
"v",588084,0,0.75,"damage"
"v",588221,0.125,0,"savvy grok grasp get_the_picture dig comprehend compass apprehend"
"v",588703,0,0,"lie_low"
"v",588888,0.375,0,"understand"
"v",589309,0.25,0.375,"sense"
"v",589469,0.25,0.25,"smell_out smell sense"
"v",589738,0.125,0,"follow3"
"v",589904,0.375,0,"get7 catch8"
"v",590241,0.25,0,"figure"
"v",590366,0.125,0.125,"twig tumble latch_on get_wise get_onto get_it cotton_on catch_on"
"v",590642,0,0.375,"touch3"
"v",590761,0.25,0.375,"intuit"
"v",590924,0.125,0,"digest"
"v",591115,0,0,"understand see realize realise"
"v",591519,0,0,"perceive"
"v",591755,0.125,0,"sink_in penetrate get_through get_across fall_into_place dawn come_home click"
"v",592037,0.25,0,"resonate come_across"
"v",592186,0.25,0,"strike_a_chord"
"v",592341,0.375,0,"take_account appreciate"
"v",592544,0.25,0.125,"do_justice"
"v",592702,0.125,0,"expect"
"v",592883,0,0,"recognize recognise know acknowledge"
"v",593200,0,0,"attorn"
"v",593363,0,0.25,"write_off"
"v",593522,0,0,"understand infer"
"v",593669,0.25,0.25,"extrapolate"
"v",593852,0,0,"understand translate read1 interpret"
"v",594058,0.125,0,"understand sympathize sympathise empathize empathise"
"v",594337,0,0,"know"
"v",594621,0,0,"know cognize cognise"
"v",595134,0,0,"keep_track"
"v",595306,0,0,"lose_track"
"v",595505,0.25,0.125,"ignore"
"v",595630,0.125,0,"know"
"v",595935,0,0,"know"
"v",596132,0.125,0,"know"
"v",596342,0,0,"have_down"
"v",596484,0.25,0,"know_what's_what know_what's_going_on know_the_score be_with_it be_on_the_ball"
"v",596644,0,0,"live know experience"
"v",597061,0,0,"taste"
"v",597216,0,0,"relive live_over"
"v",597385,0,0,"master control"
"v",597634,0.625,0,"master get_the_hang"
"v",597915,0,0,"learn larn acquire"
"v",598278,0,0,"relearn"
"v",598502,0,0,"unlearn"
"v",598629,0,0,"unlearn"
"v",598753,0,0,"catch_up"
"v",598954,0,0,"see pick_up learn hear get_word get_wind get_a_line find_out discover"
"v",599434,0.125,0.625,"get_the_goods"
"v",599613,0.5,0,"wise_up"
"v",599720,0.125,0,"wise_up"
"v",599835,0,0.25,"trip_up catch7"
"v",599992,0,0,"take5 study read learn"
"v",600235,0,0,"audit"
"v",600370,0.125,0,"occupy engross engage absorb"
"v",600724,0,0,"involve"
"v",600903,0.125,0,"consume"
"v",601043,0,0,"steep soak_up plunge immerse engulf engross absorb"
"v",601378,0,0,"plunge immerse"
"v",601581,0,0,"welter"
"v",601659,0.125,0.375,"swallow"
"v",601822,0,0,"sweep_up espouse embrace adopt"
"v",602112,0,0,"take_up seize_on latch_on hook_on fasten_on"
"v",602255,0.375,0,"take_in ingest assimilate absorb"
"v",602510,0.375,0,"imbibe"
"v",602635,0,0,"apprentice"
"v",602805,0,0,"train prepare"
"v",603179,0,0,"retrain"
"v",603298,0,0,"train prepare educate develop"
"v",603822,0.5,0,"retrain"
"v",603981,0,0,"drill"
"v",604094,0,0,"drill"
"v",604225,0,0,"housebreak house-train"
"v",604347,0,0,"roughhouse"
"v",604449,0,0,"toilet-train"
"v",604576,0,0,"memorize memorise learn con"
"v",604930,0,0,"understudy alternate"
"v",605086,0,0,"indoctrinate"
